Em0001g1007a	Hcv1.av93.c8.g835.i1
Em0018g289a	Hcv1.av93.c1.g432.i1
Em0018g290a	Hcv1.av93.c1.g1038.i1
Em0018g291a	Hcv1.av93.c5.g1335.i1
Em0018g294a	Hcv1.av93.c1.g1511.i1
Em0018g295a	Hcv1.av93.c1.g629.i1
Em0018g300a	Hcv1.av93.c1.g1560.i2
Em0018g301a	Hcv1.av93.c2.g231.i2
Em0018g303a	Hcv1.av93.c9.g401.i1
Em0018g304a	Hcv1.av93.c2.g159.i1
Em0018g311a	Hcv1.av93.c3.g1011.i1
Em0018g312a	Hcv1.av93.c1.g1215.i1
Em0018g313a	Hcv1.av93.c3.g151.i1
Em0018g314a	Hcv1.av93.c1.g838.i1
Em0018g315a	Hcv1.av93.c5.g660.i1
Em0018g31a	Hcv1.av93.c2.g1238.i1
Em0018g330a	Hcv1.av93.c8.g28.i1
Em0018g332a	Hcv1.av93.c9.g654.i1
Em0018g333a	Hcv1.av93.c1.g742.i1
Em0018g335a	Hcv1.av93.c9.g255.i1
Em0018g339a	Hcv1.av93.c1.g1688.i1
Em0018g340a	Hcv1.av93.c13.g64.i1
Em0018g343a	Hcv1.av93.c1.g420.i1
Em0018g345a	Hcv1.av93.c4.g451.i1
Em0018g348a	Hcv1.av93.c1.g1545.i2
Em0018g349a	Hcv1.av93.c11.g762.i1
Em0018g34a	Hcv1.av93.c5.g1002.i2
Em0018g350a	Hcv1.av93.c10.g590.i1
Em0018g360a	Hcv1.av93.c7.g426.i1
Em0018g361a	Hcv1.av93.c5.g283.i1
Em0018g363a	Hcv1.av93.c1.g516.i1
Em0018g364a	Hcv1.av93.c8.g231.i1
Em0018g367a	Hcv1.av93.c5.g540.i1
Em0018g36a	Hcv1.av93.c2.g536.i1
Em0018g371a	Hcv1.av93.c2.g1290.i1
Em0018g373a	Hcv1.av93.c1.g887.i1
Em0018g375a	Hcv1.av93.c8.g408.i1
Em0018g376a	Hcv1.av93.c1.g39.i2
Em0018g377a	Hcv1.av93.c1.g1690.i1
Em0018g378a	Hcv1.av93.c1.g1050.i2
Em0018g37a	Hcv1.av93.c3.g1076.i1
Em0018g385a	Hcv1.av93.c7.g425.i1
Em0018g38a	Hcv1.av93.c6.g665.i1
Em0018g39a	Hcv1.av93.c1.g1024.i1
Em0018g41a	Hcv1.av93.c8.g458.i1
Em0018g427a	Hcv1.av93.c10.g642.i1
Em0018g428a	Hcv1.av93.c8.g201.i1
Em0018g429a	Hcv1.av93.c1.g1396.i3
Em0018g430a	Hcv1.av93.c2.g945.i1
Em0018g480a	Hcv1.av93.c1.g1315.i1
Em0018g496a	Hcv1.av93.c11.g932.i1
Em0018g497a	Hcv1.av93.c12.g475.i1
Em0018g498a	Hcv1.av93.c1.g767.i3
Em0018g499a	Hcv1.av93.c1.g378.i1
Em0018g49a	Hcv1.av93.c13.g63.i1
Em0018g500a	Hcv1.av93.c1.g293.i1
Em0018g505a	Hcv1.av93.c3.g1089.i1
Em0018g507a	Hcv1.av93.c1.g1286.i1
Em0018g508a	Hcv1.av93.c1.g1201.i1
Em0018g511a	Hcv1.av93.c11.g593.i1
Em0018g512a	Hcv1.av93.c8.g787.i1
Em0018g514a	Hcv1.av93.c11.g822.i1
Em0018g515a	Hcv1.av93.c3.g1019.i1
Em0018g517a	Hcv1.av93.c6.g152.i1
Em0018g51a	Hcv1.av93.c1.g244.i1
Em0018g521a	Hcv1.av93.c1.g163.i1
Em0018g525a	Hcv1.av93.c9.g516.i1
Em0018g527a	Hcv1.av93.c1.g20.i1
Em0018g52a	Hcv1.av93.c7.g294.i2
Em0018g543a	Hcv1.av93.c2.g207.i1
Em0018g54a	Hcv1.av93.c1.g1637.i1
Em0018g552a	Hcv1.av93.c9.g254.i1
Em0018g561a	Hcv1.av93.c1.g390.i1
Em0018g564a	Hcv1.av93.c2.g587.i1
Em0018g565a	Hcv1.av93.c1.g237.i1
Em0018g566a	Hcv1.av93.c6.g140.i1
Em0018g568a	Hcv1.av93.c6.g530.i1
Em0018g574a	Hcv1.av93.c10.g154.i1
Em0018g576a	Hcv1.av93.c6.g1236.i1
Em0018g57a	Hcv1.av93.c1.g1693.i2
Em0018g598a	Hcv1.av93.c3.g580.i1
Em0018g60a	Hcv1.av93.c2.g1190.i1
Em0018g611a	Hcv1.av93.c1.g791.i1
Em0018g615a	Hcv1.av93.c2.g1042.i3
Em0018g621a	Hcv1.av93.c1.g1137.i1
Em0018g636a	Hcv1.av93.c2.g716.i1
Em0018g664a	Hcv1.av93.c2.g1620.i1
Em0018g673a	Hcv1.av93.c2.g1105.i1
Em0018g681a	Hcv1.av93.c3.g482.i1
Em0018g686a	Hcv1.av93.c8.g780.i1
Em0018g689a	Hcv1.av93.c1.g544.i1
Em0018g68a	Hcv1.av93.c5.g1076.i4
Em0018g69a	Hcv1.av93.c1.g44.i1
Em0018g70a	Hcv1.av93.c1.g596.i1
Em0018g713a	Hcv1.av93.c6.g675.i1
Em0018g715a	Hcv1.av93.c5.g297.i1
Em0018g717a	Hcv1.av93.c1.g1205.i1
Em0018g720a	Hcv1.av93.c10.g697.i1
Em0018g725a	Hcv1.av93.c6.g1101.i1
Em0018g72a	Hcv1.av93.c7.g542.i1
Em0018g75a	Hcv1.av93.c2.g1020.i1
Em0018g767a	Hcv1.av93.c9.g27.i1
Em0018g76a	Hcv1.av93.c2.g1166.i1
Em0018g775a	Hcv1.av93.c1.g1551.i1
Em0018g77a	Hcv1.av93.c8.g890.i1
Em0018g784a	Hcv1.av93.c3.g1190.i3
Em0018g788a	Hcv1.av93.c6.g489.i3
Em0018g790a	Hcv1.av93.c4.g811.i1
Em0018g791a	Hcv1.av93.c2.g1219.i2
Em0018g793a	Hcv1.av93.c2.g1217.i1
Em0018g794a	Hcv1.av93.c7.g243.i1
Em0018g805a	Hcv1.av93.c4.g700.i3
Em0018g809a	Hcv1.av93.c3.g101.i1
Em0018g810a	Hcv1.av93.c8.g232.i1
Em0018g814a	Hcv1.av93.c1.g1466.i1
Em0018g839a	Hcv1.av93.c4.g269.i1
Em0018g83a	Hcv1.av93.c2.g1417.i1
Em0018g859a	Hcv1.av93.c13.g429.i2
Em0018g861a	Hcv1.av93.c2.g1391.i1
Em0018g864a	Hcv1.av93.c9.g115.i1
Em0018g90a	Hcv1.av93.c1.g1364.i1
Em0018g920a	Hcv1.av93.c12.g516.i2
Em0018g92a	Hcv1.av93.c7.g615.i1
Em0018g931a	Hcv1.av93.c7.g50.i1
Em0018g934a	Hcv1.av93.c3.g941.i1
Em0018g93a	Hcv1.av93.c1.g576.i2
Em0018g945a	Hcv1.av93.c5.g1178.i1
Em0018g974a	Hcv1.av93.c3.g1083.i1
Em0018g975a	Hcv1.av93.c5.g489.i1
Em0018g97a	Hcv1.av93.c2.g1072.i1
Em0018g981a	Hcv1.av93.c5.g1270.i1
Em0018g982a	Hcv1.av93.c3.g62.i1
Em0018g983a	Hcv1.av93.c11.g838.i1
Em0018g984a	Hcv1.av93.c2.g1408.i1
Em0018g985a	Hcv1.av93.c4.g667.i1
Em0018g990a	Hcv1.av93.c2.g818.i1
Em0018g992a	Hcv1.av93.c5.g21.i1
Em0018g993a	Hcv1.av93.c5.g470.i1
Em0018g994a	Hcv1.av93.c2.g480.i1
Em0018g997a	Hcv1.av93.c3.g840.i1
Em0018g998a	Hcv1.av93.c7.g329.i1
Em0019g1001a	Hcv1.av93.c9.g420.i1
Em0019g1005a	Hcv1.av93.c8.g68.i1
Em0019g1006a	Hcv1.av93.c5.g366.i1
Em0019g1026a	Hcv1.av93.c3.g111.i1
Em0019g1027a	Hcv1.av93.c13.g268.i1
Em0019g1028a	Hcv1.av93.c7.g54.i1
Em0019g1029a	Hcv1.av93.c11.g981.i1
Em0019g1036a	Hcv1.av93.c2.g997.i1
Em0019g1037a	Hcv1.av93.c12.g263.i2
Em0019g1038a	Hcv1.av93.c2.g403.i1
Em0019g103a	Hcv1.av93.c3.g282.i1
Em0019g1041a	Hcv1.av93.c13.g241.i1
Em0019g1045a	Hcv1.av93.c5.g747.i1
Em0019g1047a	Hcv1.av93.c1.g656.i2
Em0019g1048a	Hcv1.av93.c11.g350.i1
Em0019g1049a	Hcv1.av93.c7.g640.i1
Em0019g104a	Hcv1.av93.c9.g306.i2
Em0019g1050a	Hcv1.av93.c3.g1295.i2
Em0019g1055a	Hcv1.av93.c8.g799.i1
Em0019g1056a	Hcv1.av93.c7.g545.i1
Em0019g1058a	Hcv1.av93.c7.g964.i1
Em0019g1059a	Hcv1.av93.c13.g101.i1
Em0019g105a	Hcv1.av93.c1.g1134.i1
Em0019g1060a	Hcv1.av93.c1.g762.i1
Em0019g1061a	Hcv1.av93.c11.g332.i1
Em0019g1063a	Hcv1.av93.c7.g729.i1
Em0019g1064a	Hcv1.av93.c12.g41.i1
Em0019g107a	Hcv1.av93.c12.g259.i1
Em0019g1090a	Hcv1.av93.c1.g585.i1
Em0019g1092a	Hcv1.av93.c5.g638.i2
Em0019g1093a	Hcv1.av93.c3.g606.i1
Em0019g1094a	Hcv1.av93.c7.g219.i1
Em0019g1096a	Hcv1.av93.c12.g559.i1
Em0019g1097a	Hcv1.av93.c12.g178.i1
Em0019g1101a	Hcv1.av93.c11.g342.i1
Em0019g1119a	Hcv1.av93.c11.g924.i1
Em0019g1146a	Hcv1.av93.c7.g373.i1
Em0019g1149a	Hcv1.av93.c1.g382.i1
Em0019g1153a	Hcv1.av93.c3.g1159.i1
Em0019g115a	Hcv1.av93.c12.g487.i1
Em0019g1162a	Hcv1.av93.c2.g577.i1
Em0019g1174a	Hcv1.av93.c7.g775.i1
Em0019g1175a	Hcv1.av93.c2.g1443.i1
Em0019g1177a	Hcv1.av93.c11.g375.i1
Em0019g1180a	Hcv1.av93.c1.g1444.i3
Em0019g1181a	Hcv1.av93.c1.g628.i1
Em0019g118a	Hcv1.av93.c1.g993.i1
Em0019g119a	Hcv1.av93.c3.g1171.i1
Em0019g1203a	Hcv1.av93.c8.g649.i1
Em0019g1205a	Hcv1.av93.c2.g450.i1
Em0019g1206a	Hcv1.av93.c2.g747.i1
Em0019g1208a	Hcv1.av93.c10.g738.i1
Em0019g1209a	Hcv1.av93.c9.g845.i1
Em0019g120a	Hcv1.av93.c5.g1182.i1
Em0019g1220a	Hcv1.av93.c12.g288.i1
Em0019g1221a	Hcv1.av93.c13.g287.i1
Em0019g1225a	Hcv1.av93.c5.g1256.i1
Em0019g142a	Hcv1.av93.c12.g441.i1
Em0019g143a	Hcv1.av93.c12.g15.i2
Em0019g144a	Hcv1.av93.c12.g59.i1
Em0019g148a	Hcv1.av93.c6.g532.i1
Em0019g150a	Hcv1.av93.c2.g1451.i1
Em0019g151a	Hcv1.av93.c5.g430.i1
Em0019g152a	Hcv1.av93.c6.g1091.i1
Em0019g153a	Hcv1.av93.c8.g129.i1
Em0019g154a	Hcv1.av93.c9.g678.i1
Em0019g155a	Hcv1.av93.c9.g696.i1
Em0019g157a	Hcv1.av93.c7.g447.i1
Em0019g162a	Hcv1.av93.c10.g48.i1
Em0019g165a	Hcv1.av93.c10.g486.i1
Em0019g167a	Hcv1.av93.c12.g226.i1
Em0019g168a	Hcv1.av93.c2.g1580.i1
Em0019g176a	Hcv1.av93.c3.g846.i1
Em0019g178a	Hcv1.av93.c10.g538.i1
Em0019g180a	Hcv1.av93.c5.g515.i1
Em0019g181a	Hcv1.av93.c7.g296.i1
Em0019g183a	Hcv1.av93.c6.g612.i1
Em0019g184a	Hcv1.av93.c1.g1460.i1
Em0019g185a	Hcv1.av93.c7.g1079.i1
Em0019g186a	Hcv1.av93.c1.g648.i1
Em0019g189a	Hcv1.av93.c7.g1065.i1
Em0019g190a	Hcv1.av93.c2.g1053.i1
Em0019g193a	Hcv1.av93.c8.g941.i1
Em0019g195a	Hcv1.av93.c6.g703.i1
Em0019g197a	Hcv1.av93.c8.g616.i1
Em0019g199a	Hcv1.av93.c8.g314.i1
Em0019g202a	Hcv1.av93.c6.g481.i1
Em0019g206a	Hcv1.av93.c10.g708.i1
Em0019g207a	Hcv1.av93.c12.g401.i1
Em0019g214a	Hcv1.av93.c4.g373.i1
Em0019g230a	Hcv1.av93.c2.g739.i1
Em0019g232a	Hcv1.av93.c12.g124.i1
Em0019g233a	Hcv1.av93.c12.g549.i1
Em0019g237a	Hcv1.av93.c12.g302.i1
Em0019g238a	Hcv1.av93.c3.g665.i1
Em0019g239a	Hcv1.av93.c5.g1241.i1
Em0019g240a	Hcv1.av93.c13.g141.i1
Em0019g241a	Hcv1.av93.c2.g963.i1
Em0019g244a	Hcv1.av93.c6.g450.i1
Em0019g245a	Hcv1.av93.c1.g1461.i1
Em0019g246a	Hcv1.av93.c12.g132.i1
Em0019g247a	Hcv1.av93.c9.g717.i1
Em0019g252a	Hcv1.av93.c12.g421.i1
Em0019g254a	Hcv1.av93.c12.g46.i1
Em0019g257a	Hcv1.av93.c8.g306.i1
Em0019g264a	Hcv1.av93.c9.g915.i1
Em0019g275a	Hcv1.av93.c2.g834.i1
Em0019g276a	Hcv1.av93.c12.g457.i2
Em0019g278a	Hcv1.av93.c8.g935.i3
Em0019g280a	Hcv1.av93.c2.g1488.i1
Em0019g282a	Hcv1.av93.c8.g105.i1
Em0019g283a	Hcv1.av93.c7.g781.i1
Em0019g284a	Hcv1.av93.c7.g749.i1
Em0019g288a	Hcv1.av93.c10.g284.i1
Em0019g289a	Hcv1.av93.c12.g204.i1
Em0019g290a	Hcv1.av93.c12.g90.i1
Em0019g293a	Hcv1.av93.c11.g346.i1
Em0019g297a	Hcv1.av93.c1.g1104.i1
Em0019g301a	Hcv1.av93.c12.g262.i1
Em0019g304a	Hcv1.av93.c11.g335.i1
Em0019g306a	Hcv1.av93.c12.g272.i1
Em0019g307a	Hcv1.av93.c10.g78.i2
Em0019g309a	Hcv1.av93.c8.g1017.i1
Em0019g322a	Hcv1.av93.c12.g143.i1
Em0019g324a	Hcv1.av93.c12.g536.i1
Em0019g325a	Hcv1.av93.c1.g1022.i1
Em0019g326a	Hcv1.av93.c12.g125.i2
Em0019g327a	Hcv1.av93.c12.g136.i1
Em0019g328a	Hcv1.av93.c5.g863.i1
Em0019g329a	Hcv1.av93.c3.g461.i1
Em0019g331a	Hcv1.av93.c6.g134.i1
Em0019g333a	Hcv1.av93.c5.g789.i1
Em0019g336a	Hcv1.av93.c12.g73.i1
Em0019g338a	Hcv1.av93.c5.g1358.i1
Em0019g343a	Hcv1.av93.c12.g565.i1
Em0019g347a	Hcv1.av93.c11.g447.i2
Em0019g348a	Hcv1.av93.c6.g408.i1
Em0019g349a	Hcv1.av93.c2.g705.i1
Em0019g351a	Hcv1.av93.c9.g467.i1
Em0019g353a	Hcv1.av93.c8.g445.i1
Em0019g354a	Hcv1.av93.c3.g1184.i1
Em0019g355a	Hcv1.av93.c3.g719.i1
Em0019g356a	Hcv1.av93.c8.g325.i1
Em0019g358a	Hcv1.av93.c1.g548.i1
Em0019g359a	Hcv1.av93.c5.g492.i1
Em0019g360a	Hcv1.av93.c13.g527.i1
Em0019g367a	Hcv1.av93.c4.g153.i1
Em0019g38a	Hcv1.av93.c5.g1338.i1
Em0019g453a	Hcv1.av93.c10.g757.i1
Em0019g503a	Hcv1.av93.c3.g1095.i1
Em0019g538a	Hcv1.av93.c8.g512.i1
Em0019g540a	Hcv1.av93.c5.g299.i1
Em0019g541a	Hcv1.av93.c5.g641.i1
Em0019g543a	Hcv1.av93.c12.g235.i1
Em0019g545a	Hcv1.av93.c12.g150.i2
Em0019g546a	Hcv1.av93.c1.g653.i1
Em0019g547a	Hcv1.av93.c11.g647.i1
Em0019g549a	Hcv1.av93.c12.g55.i1
Em0019g551a	Hcv1.av93.c7.g19.i1
Em0019g555a	Hcv1.av93.c1.g1565.i1
Em0019g559a	Hcv1.av93.c7.g802.i1
Em0019g561a	Hcv1.av93.c6.g255.i1
Em0019g562a	Hcv1.av93.c9.g406.i1
Em0019g565a	Hcv1.av93.c9.g664.i1
Em0019g566a	Hcv1.av93.c10.g280.i1
Em0019g567a	Hcv1.av93.c7.g60.i1
Em0019g569a	Hcv1.av93.c8.g410.i1
Em0019g573a	Hcv1.av93.c2.g1532.i1
Em0019g574a	Hcv1.av93.c7.g232.i2
Em0019g576a	Hcv1.av93.c7.g549.i1
Em0019g578a	Hcv1.av93.c7.g121.i1
Em0019g579a	Hcv1.av93.c4.g48.i1
Em0019g57a	Hcv1.av93.c3.g378.i1
Em0019g580a	Hcv1.av93.c3.g909.i1
Em0019g581a	Hcv1.av93.c9.g309.i1
Em0019g583a	Hcv1.av93.c11.g646.i1
Em0019g584a	Hcv1.av93.c2.g725.i1
Em0019g58a	Hcv1.av93.c9.g590.i1
Em0019g595a	Hcv1.av93.c2.g1275.i1
Em0019g598a	Hcv1.av93.c2.g483.i1
Em0019g599a	Hcv1.av93.c6.g667.i1
Em0019g603a	Hcv1.av93.c8.g821.i1
Em0019g604a	Hcv1.av93.c12.g218.i1
Em0019g615a	Hcv1.av93.c7.g199.i1
Em0019g618a	Hcv1.av93.c12.g210.i1
Em0019g620a	Hcv1.av93.c5.g407.i1
Em0019g623a	Hcv1.av93.c2.g943.i1
Em0019g625a	Hcv1.av93.c4.g261.i1
Em0019g626a	Hcv1.av93.c5.g997.i1
Em0019g627a	Hcv1.av93.c7.g607.i1
Em0019g632a	Hcv1.av93.c7.g412.i1
Em0019g633a	Hcv1.av93.c7.g823.i3
Em0019g640a	Hcv1.av93.c7.g200.i1
Em0019g643a	Hcv1.av93.c1.g1643.i1
Em0019g644a	Hcv1.av93.c7.g1003.i1
Em0019g645a	Hcv1.av93.c7.g32.i1
Em0019g647a	Hcv1.av93.c7.g165.i1
Em0019g648a	Hcv1.av93.c5.g184.i1
Em0019g652a	Hcv1.av93.c7.g843.i1
Em0019g653a	Hcv1.av93.c3.g1242.i1
Em0019g654a	Hcv1.av93.c7.g491.i1
Em0019g655a	Hcv1.av93.c5.g634.i1
Em0019g656a	Hcv1.av93.c7.g251.i1
Em0019g657a	Hcv1.av93.c2.g60.i1
Em0019g663a	Hcv1.av93.c1.g1535.i1
Em0019g664a	Hcv1.av93.c10.g20.i1
Em0019g667a	Hcv1.av93.c11.g246.i1
Em0019g668a	Hcv1.av93.c10.g664.i3
Em0019g676a	Hcv1.av93.c5.g848.i1
Em0019g685a	Hcv1.av93.c7.g335.i1
Em0019g688a	Hcv1.av93.c2.g1587.i1
Em0019g68a	Hcv1.av93.c12.g61.i1
Em0019g693a	Hcv1.av93.c2.g1056.i1
Em0019g697a	Hcv1.av93.c5.g1243.i1
Em0019g698a	Hcv1.av93.c7.g911.i2
Em0019g699a	Hcv1.av93.c5.g1364.i1
Em0019g700a	Hcv1.av93.c12.g270.i1
Em0019g701a	Hcv1.av93.c3.g178.i1
Em0019g702a	Hcv1.av93.c7.g709.i1
Em0019g703a	Hcv1.av93.c2.g1106.i1
Em0019g707a	Hcv1.av93.c5.g271.i1
Em0019g709a	Hcv1.av93.c1.g1212.i1
Em0019g710a	Hcv1.av93.c2.g947.i1
Em0019g711a	Hcv1.av93.c7.g487.i1
Em0019g712a	Hcv1.av93.c7.g897.i2
Em0019g713a	Hcv1.av93.c5.g738.i1
Em0019g717a	Hcv1.av93.c5.g1134.i1
Em0019g718a	Hcv1.av93.c7.g483.i1
Em0019g719a	Hcv1.av93.c2.g1557.i2
Em0019g721a	Hcv1.av93.c3.g847.i1
Em0019g735a	Hcv1.av93.c7.g695.i1
Em0019g736a	Hcv1.av93.c7.g725.i1
Em0019g737a	Hcv1.av93.c9.g289.i1
Em0019g740a	Hcv1.av93.c5.g877.i1
Em0019g744a	Hcv1.av93.c9.g896.i1
Em0019g751a	Hcv1.av93.c7.g787.i1
Em0019g756a	Hcv1.av93.c1.g735.i1
Em0019g757a	Hcv1.av93.c7.g414.i1
Em0019g761a	Hcv1.av93.c9.g15.i1
Em0019g762a	Hcv1.av93.c5.g629.i1
Em0019g767a	Hcv1.av93.c7.g202.i1
Em0019g777a	Hcv1.av93.c11.g696.i1
Em0019g78a	Hcv1.av93.c11.g414.i1
Em0019g803a	Hcv1.av93.c7.g77.i2
Em0019g804a	Hcv1.av93.c4.g538.i1
Em0019g805a	Hcv1.av93.c1.g160.i1
Em0019g810a	Hcv1.av93.c7.g861.i1
Em0019g811a	Hcv1.av93.c5.g209.i1
Em0019g813a	Hcv1.av93.c6.g871.i1
Em0019g816a	Hcv1.av93.c6.g405.i1
Em0019g817a	Hcv1.av93.c7.g659.i1
Em0019g818a	Hcv1.av93.c7.g780.i1
Em0019g822a	Hcv1.av93.c7.g52.i1
Em0019g833a	Hcv1.av93.c7.g1022.i1
Em0019g834a	Hcv1.av93.c2.g932.i1
Em0019g836a	Hcv1.av93.c2.g1138.i1
Em0019g838a	Hcv1.av93.c6.g927.i1
Em0019g839a	Hcv1.av93.c7.g368.i2
Em0019g841a	Hcv1.av93.c5.g65.i1
Em0019g845a	Hcv1.av93.c7.g226.i1
Em0019g846a	Hcv1.av93.c7.g90.i1
Em0019g855a	Hcv1.av93.c7.g575.i1
Em0019g871a	Hcv1.av93.c11.g710.i1
Em0019g875a	Hcv1.av93.c7.g951.i1
Em0019g878a	Hcv1.av93.c4.g38.i1
Em0019g879a	Hcv1.av93.c10.g5.i1
Em0019g885a	Hcv1.av93.c7.g439.i1
Em0019g887a	Hcv1.av93.c5.g959.i1
Em0019g896a	Hcv1.av93.c6.g1259.i1
Em0019g897a	Hcv1.av93.c7.g681.i1
Em0019g898a	Hcv1.av93.c7.g524.i1
Em0019g901a	Hcv1.av93.c7.g837.i1
Em0019g914a	Hcv1.av93.c2.g267.i1
Em0019g919a	Hcv1.av93.c3.g70.i1
Em0019g91a	Hcv1.av93.c12.g304.i1
Em0019g931a	Hcv1.av93.c3.g338.i1
Em0019g934a	Hcv1.av93.c8.g74.i1
Em0019g939a	Hcv1.av93.c7.g57.i1
Em0019g948a	Hcv1.av93.c7.g87.i1
Em0019g949a	Hcv1.av93.c7.g74.i1
Em0019g94a	Hcv1.av93.c12.g49.i1
Em0019g952a	Hcv1.av93.c8.g213.i1
Em0019g953a	Hcv1.av93.c7.g298.i1
Em0019g955a	Hcv1.av93.c11.g738.i1
Em0019g95a	Hcv1.av93.c12.g517.i1
Em0019g966a	Hcv1.av93.c9.g876.i1
Em0019g967a	Hcv1.av93.c12.g71.i4
Em0019g977a	Hcv1.av93.c5.g527.i1
Em0019g97a	Hcv1.av93.c6.g1134.i1
Em0019g987a	Hcv1.av93.c5.g441.i1
Em0019g988a	Hcv1.av93.c9.g463.i1
Em0019g989a	Hcv1.av93.c1.g499.i1
Em0019g98a	Hcv1.av93.c1.g304.i1
Em0020g1004a	Hcv1.av93.c2.g832.i1
Em0020g1010a	Hcv1.av93.c6.g304.i1
Em0020g1011a	Hcv1.av93.c6.g659.i1
Em0020g1014a	Hcv1.av93.c7.g992.i1
Em0020g101a	Hcv1.av93.c5.g537.i1
Em0020g1020a	Hcv1.av93.c5.g511.i1
Em0020g1022a	Hcv1.av93.c6.g958.i1
Em0020g1023a	Hcv1.av93.c5.g955.i1
Em0020g1024a	Hcv1.av93.c7.g59.i1
Em0020g1026a	Hcv1.av93.c9.g41.i1
Em0020g1028a	Hcv1.av93.c1.g1011.i1
Em0020g102a	Hcv1.av93.c9.g653.i1
Em0020g103a	Hcv1.av93.c3.g852.i1
Em0020g1050a	Hcv1.av93.c6.g961.i1
Em0020g1051a	Hcv1.av93.c11.g306.i1
Em0020g1057a	Hcv1.av93.c7.g625.i1
Em0020g1064a	Hcv1.av93.c3.g1146.i1
Em0020g1065a	Hcv1.av93.c6.g747.i2
Em0020g1066a	Hcv1.av93.c13.g655.i1
Em0020g1067a	Hcv1.av93.c1.g1290.i1
Em0020g1068a	Hcv1.av93.c6.g441.i1
Em0020g1069a	Hcv1.av93.c6.g67.i1
Em0020g1074a	Hcv1.av93.c4.g602.i1
Em0020g1077a	Hcv1.av93.c2.g75.i1
Em0020g1078a	Hcv1.av93.c6.g410.i1
Em0020g1079a	Hcv1.av93.c6.g58.i1
Em0020g1081a	Hcv1.av93.c6.g716.i1
Em0020g1082a	Hcv1.av93.c3.g539.i1
Em0020g1085a	Hcv1.av93.c6.g20.i1
Em0020g1088a	Hcv1.av93.c6.g386.i3
Em0020g1089a	Hcv1.av93.c6.g701.i1
Em0020g1090a	Hcv1.av93.c6.g819.i1
Em0020g1093a	Hcv1.av93.c6.g461.i3
Em0020g1096a	Hcv1.av93.c2.g624.i1
Em0020g1098a	Hcv1.av93.c10.g250.i2
Em0020g1099a	Hcv1.av93.c6.g157.i1
Em0020g1100a	Hcv1.av93.c11.g459.i1
Em0020g1101a	Hcv1.av93.c11.g606.i1
Em0020g1103a	Hcv1.av93.c2.g111.i1
Em0020g111a	Hcv1.av93.c13.g4.i1
Em0020g113a	Hcv1.av93.c3.g775.i1
Em0020g114a	Hcv1.av93.c2.g554.i1
Em0020g116a	Hcv1.av93.c2.g1068.i1
Em0020g124a	Hcv1.av93.c6.g1150.i1
Em0020g125a	Hcv1.av93.c4.g274.i1
Em0020g133a	Hcv1.av93.c6.g525.i1
Em0020g134a	Hcv1.av93.c6.g373.i1
Em0020g135a	Hcv1.av93.c8.g828.i1
Em0020g145a	Hcv1.av93.c13.g601.i1
Em0020g146a	Hcv1.av93.c6.g522.i1
Em0020g147a	Hcv1.av93.c12.g88.i2
Em0020g155a	Hcv1.av93.c8.g474.i1
Em0020g167a	Hcv1.av93.c11.g307.i1
Em0020g172a	Hcv1.av93.c7.g971.i3
Em0020g173a	Hcv1.av93.c1.g362.i1
Em0020g183a	Hcv1.av93.c6.g757.i1
Em0020g185a	Hcv1.av93.c5.g550.i1
Em0020g189a	Hcv1.av93.c2.g516.i1
Em0020g191a	Hcv1.av93.c1.g53.i1
Em0020g192a	Hcv1.av93.c4.g820.i1
Em0020g193a	Hcv1.av93.c3.g1298.i1
Em0020g195a	Hcv1.av93.c9.g668.i1
Em0020g196a	Hcv1.av93.c11.g339.i1
Em0020g199a	Hcv1.av93.c9.g782.i1
Em0020g200a	Hcv1.av93.c11.g746.i1
Em0020g210a	Hcv1.av93.c2.g208.i1
Em0020g220a	Hcv1.av93.c3.g1108.i3
Em0020g221a	Hcv1.av93.c1.g1605.i1
Em0020g222a	Hcv1.av93.c1.g788.i1
Em0020g226a	Hcv1.av93.c2.g1647.i1
Em0020g228a	Hcv1.av93.c3.g364.i1
Em0020g230a	Hcv1.av93.c4.g739.i1
Em0020g238a	Hcv1.av93.c6.g374.i1
Em0020g239a	Hcv1.av93.c2.g1432.i1
Em0020g27a	Hcv1.av93.c5.g84.i1
Em0020g280a	Hcv1.av93.c5.g703.i1
Em0020g283a	Hcv1.av93.c2.g226.i1
Em0020g284a	Hcv1.av93.c11.g415.i1
Em0020g307a	Hcv1.av93.c10.g718.i1
Em0020g30a	Hcv1.av93.c5.g438.i1
Em0020g315a	Hcv1.av93.c9.g558.i1
Em0020g317a	Hcv1.av93.c13.g360.i1
Em0020g319a	Hcv1.av93.c9.g860.i1
Em0020g320a	Hcv1.av93.c7.g238.i1
Em0020g335a	Hcv1.av93.c8.g185.i1
Em0020g348a	Hcv1.av93.c6.g1175.i1
Em0020g349a	Hcv1.av93.c6.g201.i2
Em0020g351a	Hcv1.av93.c10.g456.i1
Em0020g353a	Hcv1.av93.c8.g371.i1
Em0020g360a	Hcv1.av93.c6.g478.i2
Em0020g366a	Hcv1.av93.c2.g276.i1
Em0020g368a	Hcv1.av93.c1.g890.i1
Em0020g372a	Hcv1.av93.c1.g894.i1
Em0020g41a	Hcv1.av93.c6.g222.i1
Em0020g423a	Hcv1.av93.c2.g385.i1
Em0020g42a	Hcv1.av93.c2.g1471.i1
Em0020g452a	Hcv1.av93.c7.g517.i1
