XP_004987445.1	mRNA.RE02957
XP_004997721.1	mRNA.RE13655
XP_004997724.1	mRNA.RE13095
XP_004997725.1	mRNA.RE04283
XP_004997728.1	mRNA.RE04085
XP_004997729.1	mRNA.RE16780
XP_004997730.1	mRNA.RE05907
XP_004997731.1	mRNA.RE08589
XP_004997735.1	mRNA.RE10615
XP_004997736.1	mRNA.RE05015
XP_004997739.1	mRNA.RE08954
XP_004997742.1	mRNA.RE00391
XP_004997751.1	mRNA.RE16520
XP_004997758.1	mRNA.RE00739
XP_004997760.1	mRNA.RE13542
XP_004997763.1	mRNA.RE08295
XP_004997764.1	mRNA.RE12257
XP_004997766.1	mRNA.RE00996
XP_004997767.1	mRNA.RE12633
XP_004997768.1	mRNA.RE16065
XP_004997769.1	mRNA.RE02451
XP_004997771.1	mRNA.RE03158
XP_004997774.1	mRNA.RE08298
XP_004997779.1	mRNA.RE08384
XP_004997781.1	mRNA.RE16321
XP_004997782.1	mRNA.RE08850
XP_004997783.1	mRNA.RE06573
XP_004997784.1	mRNA.RE04243
XP_004997788.1	mRNA.RE11957
XP_004997789.1	mRNA.RE09140
XP_004997791.1	mRNA.RE08139
XP_004997793.1	mRNA.RE09167
XP_004997794.1	mRNA.RE02821
XP_004997796.1	mRNA.RE13750
XP_004997799.1	mRNA.RE07555
XP_004997800.1	mRNA.RE10588
XP_004997801.1	mRNA.RE03056
XP_004997803.1	mRNA.RE10065
XP_004997804.1	mRNA.RE08345
XP_004997808.1	mRNA.RE11776
XP_004997810.1	mRNA.RE13114
XP_004997812.1	mRNA.RE13667
XP_004997815.1	mRNA.RE03356
XP_004997818.1	mRNA.RE10153
XP_004997819.1	mRNA.RE07019
XP_004997820.1	mRNA.RE12039
XP_004997822.1	mRNA.RE04037
XP_004997825.1	mRNA.RE00078
XP_004997826.1	mRNA.RE07079
XP_004997827.1	mRNA.RE03584
XP_004997828.1	mRNA.RE16761
XP_004997829.1	mRNA.RE08670
XP_004997832.1	mRNA.RE10636
XP_004997834.1	mRNA.RE15898
XP_004997841.1	mRNA.RE00813
XP_004997845.1	mRNA.RE09718
XP_004997846.1	mRNA.RE10839
XP_004997848.1	mRNA.RE11179
XP_004997851.1	mRNA.RE11770
XP_004997853.1	mRNA.RE05791
XP_004997854.1	mRNA.RE12919
XP_004997856.1	mRNA.RE07847
XP_004997858.1	mRNA.RE14538
XP_004997865.1	mRNA.RE04335
XP_004997866.1	mRNA.RE11198
XP_004997869.1	mRNA.RE09707
XP_004997870.1	mRNA.RE13395
XP_004997871.1	mRNA.RE10090
XP_004997872.1	mRNA.RE09658
XP_004997873.1	mRNA.RE04882
XP_004997874.1	mRNA.RE12719
XP_004997882.1	mRNA.RE07726
XP_004997883.1	mRNA.RE03219
XP_004997885.1	mRNA.RE11236
XP_004997886.1	mRNA.RE12721
XP_004997894.1	mRNA.RE16920
XP_004997895.1	mRNA.RE16200
XP_004997897.1	mRNA.RE01803
XP_004997900.1	mRNA.RE10249
XP_004997901.1	mRNA.RE11187
XP_004997902.1	mRNA.RE07051
XP_004997905.1	mRNA.RE05069
XP_004997906.1	mRNA.RE10819
XP_004997908.1	mRNA.RE05972
XP_004997909.1	mRNA.RE02030
XP_004997913.1	mRNA.RE08722
XP_004997916.1	mRNA.RE08336
XP_004997928.1	mRNA.RE08863
XP_004997929.1	mRNA.RE16578
XP_004997930.1	mRNA.RE11381
XP_004997931.1	mRNA.RE02621
XP_004997939.1	mRNA.RE05245
XP_004997940.1	mRNA.RE03077
XP_004997941.1	mRNA.RE16112
XP_004997943.1	mRNA.RE11019
XP_004997944.1	mRNA.RE11231
XP_004997946.1	mRNA.RE11878
XP_004997949.1	mRNA.RE11714
XP_004997952.1	mRNA.RE08311
XP_004997953.1	mRNA.RE16242
XP_004997961.1	mRNA.RE01780
XP_004997966.1	mRNA.RE11619
XP_004997968.1	mRNA.RE12787
XP_004997969.1	mRNA.RE12786
XP_004997970.1	mRNA.RE09131
XP_004997972.1	mRNA.RE10461
XP_004997974.1	mRNA.RE13739
XP_004997975.1	mRNA.RE01971
XP_004997976.1	mRNA.RE07014
XP_004997978.1	mRNA.RE11845
XP_004997981.1	mRNA.RE15795
XP_004997982.1	mRNA.RE11604
XP_004997983.1	mRNA.RE16439
XP_004997984.1	mRNA.RE15652
XP_004997989.1	mRNA.RE13614
XP_004997992.1	mRNA.RE08193
XP_004997993.1	mRNA.RE07272
XP_004997994.1	mRNA.RE03171
XP_004997995.1	mRNA.RE15593
XP_004997997.1	mRNA.RE12825
XP_004997999.1	mRNA.RE11868
XP_004998001.1	mRNA.RE02529
XP_004998010.1	mRNA.RE03592
XP_004998012.1	mRNA.RE12818
XP_004998015.1	mRNA.RE04612
XP_004998018.1	mRNA.RE09990
XP_004998019.1	mRNA.RE03310
XP_004998021.1	mRNA.RE03532
XP_004998022.1	mRNA.RE04473
XP_004998023.1	mRNA.RE14802
XP_004998025.1	mRNA.RE02507
XP_004998026.1	mRNA.RE08523
XP_004998027.1	mRNA.RE13269
XP_004998029.1	mRNA.RE08333
XP_004998031.1	mRNA.RE03120
XP_004998033.1	mRNA.RE09377
XP_004998035.1	mRNA.RE09734
XP_004998038.1	mRNA.RE15329
XP_004998039.1	mRNA.RE13631
XP_004998043.1	mRNA.RE12850
XP_004998048.1	mRNA.RE16821
XP_004998053.1	mRNA.RE16299
XP_004998054.1	mRNA.RE05922
XP_004998056.1	mRNA.RE09845
XP_004998057.1	mRNA.RE01645
XP_004998061.1	mRNA.RE14909
XP_004998064.1	mRNA.RE04388
XP_004998067.1	mRNA.RE12385
XP_004998071.1	mRNA.RE05314
XP_004998073.1	mRNA.RE04255
XP_004998077.1	mRNA.RE06085
XP_004998078.1	mRNA.RE03993
XP_004998080.1	mRNA.RE10072
XP_004998082.1	mRNA.RE14366
XP_004998083.1	mRNA.RE06547
XP_004998085.1	mRNA.RE14581
XP_004998087.1	mRNA.RE08941
XP_004998088.1	mRNA.RE03359
XP_004998089.1	mRNA.RE14798
XP_004998090.1	mRNA.RE01144
XP_004998092.1	mRNA.RE05935
XP_004998093.1	mRNA.RE13529
XP_004998096.1	mRNA.RE03901
XP_004998106.1	mRNA.RE13657
XP_004998111.1	mRNA.RE13435
XP_004998113.1	mRNA.RE01148
XP_004998117.1	mRNA.RE15209
XP_004998121.1	mRNA.RE13761
XP_004998125.1	mRNA.RE01734
XP_004998129.1	mRNA.RE04893
XP_004998130.1	mRNA.RE03829
XP_004998136.1	mRNA.RE07977
XP_004998137.1	mRNA.RE02120
XP_004998138.1	mRNA.RE09664
XP_004998139.1	mRNA.RE02968
XP_004998140.1	mRNA.RE14043
XP_004998143.1	mRNA.RE10418
XP_004998152.1	mRNA.RE01177
XP_004998153.1	mRNA.RE02294
XP_004998156.1	mRNA.RE14072
XP_004998161.1	mRNA.RE09992
XP_004998165.1	mRNA.RE00501
XP_004998166.1	mRNA.RE10151
XP_004998168.1	mRNA.RE14169
XP_004998169.1	mRNA.RE15247
XP_004998170.1	mRNA.RE15815
XP_004998171.1	mRNA.RE10000
XP_004998175.1	mRNA.RE05751
XP_004998176.1	mRNA.RE04105
XP_004998177.1	mRNA.RE17066
XP_004998178.1	mRNA.RE13866
XP_004998180.1	mRNA.RE15585
XP_004998181.1	mRNA.RE02129
XP_004998182.1	mRNA.RE02138
XP_004998184.1	mRNA.RE01160
XP_004998186.1	mRNA.RE08737
XP_004998192.1	mRNA.RE10160
XP_004998194.1	mRNA.RE15123
XP_004998196.1	mRNA.RE08001
XP_004998202.1	mRNA.RE02105
XP_004998203.1	mRNA.RE06002
XP_004998206.1	mRNA.RE04646
XP_004998208.1	mRNA.RE05750
XP_004998212.1	mRNA.RE14832
XP_004998214.1	mRNA.RE04825
XP_004998221.1	mRNA.RE09128
XP_004998222.1	mRNA.RE16399
XP_004998223.1	mRNA.RE14144
XP_004998225.1	mRNA.RE15015
XP_004998227.1	mRNA.RE10195
XP_004998229.1	mRNA.RE04905
XP_004998230.1	mRNA.RE15010
XP_004998231.1	mRNA.RE02899
XP_004998234.1	mRNA.RE16751
XP_004998235.1	mRNA.RE16962
XP_004998238.1	mRNA.RE10210
XP_004998241.1	mRNA.RE08750
XP_004998245.1	mRNA.RE12798
XP_004998247.1	mRNA.RE07986
XP_004998250.1	mRNA.RE04211
XP_004998259.1	mRNA.RE08200
XP_004998263.1	mRNA.RE01266
XP_004998265.1	mRNA.RE12489
XP_004998267.1	mRNA.RE03482
XP_004998269.1	mRNA.RE10411
XP_004998270.1	mRNA.RE11310
XP_004998271.1	mRNA.RE00211
XP_004998275.1	mRNA.RE11722
XP_004998278.1	mRNA.RE13637
XP_004998279.1	mRNA.RE09807
XP_004998280.1	mRNA.RE04480
XP_004998283.1	mRNA.RE15783
XP_004998288.1	mRNA.RE01318
XP_004998289.1	mRNA.RE01013
XP_004998294.1	mRNA.RE14158
XP_004998296.1	mRNA.RE14533
XP_004998298.1	mRNA.RE02519
XP_004998300.1	mRNA.RE06496
XP_004998302.1	mRNA.RE00566
XP_004998304.1	mRNA.RE01324
XP_004998305.1	mRNA.RE14982
XP_004998306.1	mRNA.RE14953
XP_004998307.1	mRNA.RE16289
XP_004998309.1	mRNA.RE08142
XP_004998310.1	mRNA.RE01443
XP_004998312.1	mRNA.RE10225
XP_004998313.1	mRNA.RE08601
XP_004998318.1	mRNA.RE14415
XP_004998319.1	mRNA.RE07667
XP_004998321.1	mRNA.RE13844
XP_004998323.1	mRNA.RE10187
XP_004998325.1	mRNA.RE16496
XP_004998328.1	mRNA.RE10768
XP_004998338.1	mRNA.RE00292
XP_004998341.1	mRNA.RE10180
XP_004998342.1	mRNA.RE04577
XP_004998344.1	mRNA.RE12587
XP_004998346.1	mRNA.RE16535
XP_004998347.1	mRNA.RE02565
XP_004998349.1	mRNA.RE14958
XP_004998350.1	mRNA.RE01707
XP_004998353.1	mRNA.RE14537
XP_004998354.1	mRNA.RE06685
XP_004998362.1	mRNA.RE07673
XP_004998365.1	mRNA.RE06695
XP_004998366.1	mRNA.RE16076
XP_004998369.1	mRNA.RE04918
XP_004998371.1	mRNA.RE15027
XP_004998374.1	mRNA.RE10167
XP_004998379.1	mRNA.RE14368
XP_004998382.1	mRNA.RE06001
XP_004998383.1	mRNA.RE10083
XP_004998388.1	mRNA.RE05939
XP_004998391.1	mRNA.RE00614
XP_004998395.1	mRNA.RE10290
XP_004998396.1	mRNA.RE02266
XP_004998398.1	mRNA.RE06311
XP_004998399.1	mRNA.RE14757
XP_004998400.1	mRNA.RE07372
XP_004998404.1	mRNA.RE10012
XP_004998405.1	mRNA.RE11670
XP_004998406.1	mRNA.RE00678
XP_004998408.1	mRNA.RE14247
XP_004998409.1	mRNA.RE16388
XP_004998410.1	mRNA.RE08341
XP_004998412.1	mRNA.RE13485
XP_004998414.1	mRNA.RE13250
XP_004998415.1	mRNA.RE16394
XP_004998416.1	mRNA.RE06306
XP_004998417.1	mRNA.RE10010
XP_004998419.1	mRNA.RE09193
XP_004998420.1	mRNA.RE09597
XP_004998421.1	mRNA.RE08838
XP_004998428.1	mRNA.RE09602
XP_004998429.1	mRNA.RE00648
XP_004998430.1	mRNA.RE14664
XP_004998431.1	mRNA.RE04329
XP_004998433.1	mRNA.RE16636
XP_004998434.1	mRNA.RE09021
XP_004998438.1	mRNA.RE15706
XP_004998439.1	mRNA.RE05033
XP_004998443.1	mRNA.RE14068
XP_004998447.1	mRNA.RE10951
XP_004998448.1	mRNA.RE11420
XP_004998451.1	mRNA.RE15609
XP_004998453.1	mRNA.RE15050
XP_004998458.1	mRNA.RE14418
XP_004998460.1	mRNA.RE16633
XP_004998461.1	mRNA.RE06897
XP_004998463.1	mRNA.RE16068
XP_004998465.1	mRNA.RE14300
XP_004998466.1	mRNA.RE06940
XP_004998468.1	mRNA.RE13700
XP_004998475.1	mRNA.RE13842
XP_004998478.1	mRNA.RE05835
XP_004998481.1	mRNA.RE03594
XP_004998482.1	mRNA.RE16365
XP_004998483.1	mRNA.RE16460
XP_004998484.1	mRNA.RE01847
XP_004998486.1	mRNA.RE13867
XP_004998488.1	mRNA.RE16974
XP_004998491.1	mRNA.RE03326
XP_004998492.1	mRNA.RE02740
XP_004998494.1	mRNA.RE15388
XP_004998495.1	mRNA.RE16177
XP_004998496.1	mRNA.RE05808
XP_004998497.1	mRNA.RE07022
XP_004998498.1	mRNA.RE08913
XP_004998500.1	mRNA.RE01956
XP_004998501.1	mRNA.RE04648
XP_004998503.1	mRNA.RE16490
XP_004998507.1	mRNA.RE14661
XP_004998511.1	mRNA.RE16593
XP_004998516.1	mRNA.RE01255
XP_004998517.1	mRNA.RE16941
XP_004998518.1	mRNA.RE17006
XP_004998519.1	mRNA.RE15773
XP_004998522.1	mRNA.RE12631
XP_004998523.1	mRNA.RE07521
XP_004998525.1	mRNA.RE13822
XP_004998526.1	mRNA.RE07833
XP_004998528.1	mRNA.RE07716
XP_004998531.1	mRNA.RE04420
XP_004998532.1	mRNA.RE13804
XP_004998533.1	mRNA.RE04947
XP_004998534.1	mRNA.RE00647
XP_004998535.1	mRNA.RE06558
XP_004998537.1	mRNA.RE05827
XP_004998538.1	mRNA.RE11761
XP_004998539.1	mRNA.RE14571
XP_004998540.1	mRNA.RE12612
XP_004998541.1	mRNA.RE10205
XP_004998547.1	mRNA.RE11813
XP_004998548.1	mRNA.RE16995
XP_004998565.1	mRNA.RE00738
XP_004998567.1	mRNA.RE12866
XP_004998568.1	mRNA.RE04398
XP_004998569.1	mRNA.RE16536
XP_004998570.1	mRNA.RE14805
XP_004998572.1	mRNA.RE11387
XP_004998575.1	mRNA.RE03339
XP_004998576.1	mRNA.RE07807
XP_004998577.1	mRNA.RE16680
XP_004998579.1	mRNA.RE14456
XP_004998587.1	mRNA.RE16227
XP_004998590.1	mRNA.RE15888
XP_004998593.1	mRNA.RE12769
XP_004998594.1	mRNA.RE14472
XP_004998595.1	mRNA.RE07687
XP_004998597.1	mRNA.RE05932
XP_004998598.1	mRNA.RE03373
XP_004998599.1	mRNA.RE10177
XP_004998603.1	mRNA.RE06683
XP_004998604.1	mRNA.RE16266
XP_004998605.1	mRNA.RE09053
XP_004998608.1	mRNA.RE01269
XP_004998609.1	mRNA.RE09964
XP_004998616.1	mRNA.RE06268
XP_004998625.1	mRNA.RE05996
XP_004998627.1	mRNA.RE15640
XP_004998633.1	mRNA.RE08630
XP_004998634.1	mRNA.RE15682
XP_004998637.1	mRNA.RE15909
XP_004998638.1	mRNA.RE02368
XP_004998639.1	mRNA.RE05946
XP_004998644.1	mRNA.RE13976
XP_004998646.1	mRNA.RE05826
XP_004998651.1	mRNA.RE07551
XP_004998652.1	mRNA.RE06133
XP_004998656.1	mRNA.RE10084
XP_004998660.1	mRNA.RE11633
XP_004998669.1	mRNA.RE00887
XP_004998671.1	mRNA.RE12691
XP_004998672.1	mRNA.RE04311
XP_004998673.1	mRNA.RE13730
XP_004998675.1	mRNA.RE09753
XP_004998680.1	mRNA.RE07356
XP_004998682.1	mRNA.RE09954
XP_004998683.1	mRNA.RE14187
XP_004998684.1	mRNA.RE15016
XP_004998685.1	mRNA.RE03314
XP_004998686.1	mRNA.RE08867
XP_004998691.1	mRNA.RE16156
XP_004998692.1	mRNA.RE08998
XP_004998697.1	mRNA.RE11105
XP_004998703.1	mRNA.RE02108
XP_004998704.1	mRNA.RE16658
XP_004998705.1	mRNA.RE07818
XP_004998713.1	mRNA.RE14637
XP_004998717.1	mRNA.RE15196
XP_004998718.1	mRNA.RE00539
XP_004998720.1	mRNA.RE14576
XP_004998722.1	mRNA.RE01172
XP_004998723.1	mRNA.RE12346
XP_004998724.1	mRNA.RE07528
XP_004998728.1	mRNA.RE14412
XP_004998731.1	mRNA.RE05875
XP_004998733.1	mRNA.RE04451
XP_004998738.1	mRNA.RE09429
XP_004998739.1	mRNA.RE04650
XP_004998740.1	mRNA.RE09331
XP_004998742.1	mRNA.RE15144
XP_004998744.1	mRNA.RE01634
XP_004998746.1	mRNA.RE04276
XP_004998750.1	mRNA.RE17034
XP_004998751.1	mRNA.RE11036
XP_004998752.1	mRNA.RE14353
XP_004998758.1	mRNA.RE12018
XP_004998759.1	mRNA.RE15454
XP_004998760.1	mRNA.RE14133
XP_004998763.1	mRNA.RE03841
XP_004998764.1	mRNA.RE10977
XP_004998766.1	mRNA.RE00855
XP_004998768.1	mRNA.RE11247
XP_004998769.1	mRNA.RE00408
XP_004998770.1	mRNA.RE11285
XP_004998771.1	mRNA.RE01274
XP_004998772.1	mRNA.RE08037
XP_004998775.1	mRNA.RE06283
XP_004998777.1	mRNA.RE10530
XP_004998779.1	mRNA.RE14510
XP_004998780.1	mRNA.RE09580
XP_004998781.1	mRNA.RE16408
XP_004998782.1	mRNA.RE16857
XP_004998785.1	mRNA.RE12506
XP_004998786.1	mRNA.RE09229
XP_004998787.1	mRNA.RE02520
XP_004998789.1	mRNA.RE10506
XP_004998790.1	mRNA.RE09363
XP_004998793.1	mRNA.RE01012
XP_004998795.1	mRNA.RE12274
XP_004998796.1	mRNA.RE13353
XP_004998797.1	mRNA.RE02453
XP_004998800.1	mRNA.RE04469
XP_004998804.1	mRNA.RE07850
XP_004998807.1	mRNA.RE16913
XP_004998809.1	mRNA.RE11392
XP_004998815.1	mRNA.RE07794
XP_004998816.1	mRNA.RE12480
XP_004998817.1	mRNA.RE06098
XP_004998818.1	mRNA.RE15458
XP_004998819.1	mRNA.RE09344
XP_004998820.1	mRNA.RE06295
XP_004998823.1	mRNA.RE07082
XP_004998828.1	mRNA.RE06145
XP_004998829.1	mRNA.RE04047
XP_004998835.1	mRNA.RE06292
XP_004998836.1	mRNA.RE11425
XP_004998837.1	mRNA.RE06896
XP_004998840.1	mRNA.RE13724
XP_004998842.1	mRNA.RE11067
XP_004998845.1	mRNA.RE05218
XP_004998847.1	mRNA.RE14657
XP_004998848.1	mRNA.RE15342
XP_004998849.1	mRNA.RE14598
XP_004998850.1	mRNA.RE13358
XP_004998856.1	mRNA.RE12503
XP_004998858.1	mRNA.RE00852
XP_004998862.1	mRNA.RE03623
XP_004998863.1	mRNA.RE14491
XP_004998864.1	mRNA.RE13377
XP_004998865.1	mRNA.RE15563
XP_004998868.1	mRNA.RE10972
XP_004998869.1	mRNA.RE04641
XP_004998877.1	mRNA.RE11547
XP_004998880.1	mRNA.RE03888
XP_004998882.1	mRNA.RE02010
XP_004998886.1	mRNA.RE14873
XP_004998887.1	mRNA.RE05413
XP_004998888.1	mRNA.RE08361
XP_004998892.1	mRNA.RE07110
XP_004998895.1	mRNA.RE16872
XP_004998896.1	mRNA.RE05512
XP_004998900.1	mRNA.RE12174
XP_004998902.1	mRNA.RE15298
XP_004998903.1	mRNA.RE14747
XP_004998905.1	mRNA.RE07277
XP_004998908.1	mRNA.RE13619
XP_004998910.1	mRNA.RE08208
XP_004998911.1	mRNA.RE13444
XP_004998912.1	mRNA.RE11689
XP_004998914.1	mRNA.RE13246
XP_004998915.1	mRNA.RE14914
XP_004998916.1	mRNA.RE13680
XP_004998917.1	mRNA.RE11089
XP_004998918.1	mRNA.RE13735
XP_004998920.1	mRNA.RE14022
XP_004998921.1	mRNA.RE06239
XP_004998922.1	mRNA.RE10626
XP_004998924.1	mRNA.RE15262
XP_004998925.1	mRNA.RE12332
XP_004998930.1	mRNA.RE14433
XP_004998935.1	mRNA.RE14211
XP_004998936.1	mRNA.RE13991
XP_004998937.1	mRNA.RE13209
XP_004998940.1	mRNA.RE07265
XP_004998941.1	mRNA.RE07434
XP_004998943.1	mRNA.RE02028
XP_004998944.1	mRNA.RE10564
XP_004998945.1	mRNA.RE15007
XP_004998946.1	mRNA.RE10178
XP_004998947.1	mRNA.RE13662
XP_004998948.1	mRNA.RE14732
XP_004998950.1	mRNA.RE14318
XP_004998956.1	mRNA.RE01467
XP_004998957.1	mRNA.RE01169
XP_004998961.1	mRNA.RE03193
XP_004998962.1	mRNA.RE07440
XP_004998963.1	mRNA.RE09752
XP_004998964.1	mRNA.RE04175
XP_004998965.1	mRNA.RE11709
XP_004998966.1	mRNA.RE11574
XP_004998967.1	mRNA.RE13289
XP_004998968.1	mRNA.RE05819
XP_004998969.1	mRNA.RE08247
XP_004998970.1	mRNA.RE08177
XP_004998971.1	mRNA.RE03204
XP_004998973.1	mRNA.RE14452
XP_004998974.1	mRNA.RE14730
XP_004998975.1	mRNA.RE12677
XP_004998976.1	mRNA.RE07499
XP_004998977.1	mRNA.RE05042
XP_004998978.1	mRNA.RE00536
XP_004998981.1	mRNA.RE14861
XP_004998983.1	mRNA.RE05244
XP_004998984.1	mRNA.RE00064
XP_004998986.1	mRNA.RE05682
XP_004998987.1	mRNA.RE01396
XP_004998991.1	mRNA.RE13516
XP_004998992.1	mRNA.RE14411
XP_004998993.1	mRNA.RE13924
XP_004998995.1	mRNA.RE12873
XP_004998996.1	mRNA.RE06529
XP_004998999.1	mRNA.RE16320
XP_004999000.1	mRNA.RE13352
XP_004999001.1	mRNA.RE07379
XP_004999004.1	mRNA.RE15308
XP_004999007.1	mRNA.RE01823
XP_004999011.1	mRNA.RE13895
XP_004999012.1	mRNA.RE03348
XP_004999014.1	mRNA.RE10974
XP_004999015.1	mRNA.RE04887
XP_004999016.1	mRNA.RE06739
XP_004999017.1	mRNA.RE01473
XP_004999018.1	mRNA.RE07413
XP_004999020.1	mRNA.RE04818
XP_004999021.1	mRNA.RE17103
XP_004999022.1	mRNA.RE05532
XP_004999024.1	mRNA.RE06102
XP_004999026.1	mRNA.RE06884
XP_004999027.1	mRNA.RE11170
XP_004999030.1	mRNA.RE16462
XP_004999031.1	mRNA.RE12321
XP_004999034.1	mRNA.RE06172
XP_004999035.1	mRNA.RE11206
XP_004999036.1	mRNA.RE13245
XP_004999037.1	mRNA.RE11716
XP_004999038.1	mRNA.RE11844
XP_004999039.1	mRNA.RE07027
XP_004999041.1	mRNA.RE05306
XP_004999045.1	mRNA.RE07938
XP_004999046.1	mRNA.RE14401
XP_004999049.1	mRNA.RE14558
XP_004999050.1	mRNA.RE16164
XP_004999052.1	mRNA.RE13923
XP_004999053.1	mRNA.RE12376
XP_004999054.1	mRNA.RE07574
XP_004999055.1	mRNA.RE14955
XP_004999058.1	mRNA.RE11379
XP_004999059.1	mRNA.RE10582
XP_004999061.1	mRNA.RE06302
XP_004999077.1	mRNA.RE12062
XP_004999089.1	mRNA.RE04813
XP_004999090.1	mRNA.RE14179
XP_004999093.1	mRNA.RE04821
XP_004999096.1	mRNA.RE00401
XP_004999102.1	mRNA.RE14790
XP_004999104.1	mRNA.RE13037
XP_004999105.1	mRNA.RE08957
XP_004999107.1	mRNA.RE02975
XP_004999108.1	mRNA.RE12842
XP_004999109.1	mRNA.RE09231
XP_004999111.1	mRNA.RE10260
XP_004999112.1	mRNA.RE10613
XP_004999113.1	mRNA.RE11295
XP_004999119.1	mRNA.RE00128
XP_004999122.1	mRNA.RE14965
XP_004999124.1	mRNA.RE16286
XP_004999125.1	mRNA.RE01434
XP_004999127.1	mRNA.RE13939
XP_004999128.1	mRNA.RE15040
XP_004999130.1	mRNA.RE08278
XP_004999132.1	mRNA.RE16855
XP_004999133.1	mRNA.RE11383
XP_004999136.1	mRNA.RE03001
XP_004999137.1	mRNA.RE10148
XP_004999138.1	mRNA.RE03213
XP_012493095.1	mRNA.RE16912
XP_012493101.1	mRNA.RE09415
