XP_004987445.1	Hcv1.av93.c2.g1361.i1
XP_004996270.1	Hcv1.av93.c2.g1397.i1
XP_004996274.1	Hcv1.av93.c6.g532.i1
XP_004996276.1	Hcv1.av93.c7.g195.i1
XP_004996279.1	Hcv1.av93.c6.g717.i1
XP_004996281.1	Hcv1.av93.c7.g544.i1
XP_004996285.1	Hcv1.av93.c1.g1636.i1
XP_004996287.1	Hcv1.av93.c8.g450.i1
XP_004996294.1	Hcv1.av93.c7.g1048.i1
XP_004996313.1	Hcv1.av93.c11.g375.i1
XP_004996314.1	Hcv1.av93.c1.g1296.i1
XP_004996320.1	Hcv1.av93.c6.g75.i1
XP_004996321.1	Hcv1.av93.c1.g787.i1
XP_004996325.1	Hcv1.av93.c1.g1542.i1
XP_004996344.1	Hcv1.av93.c2.g555.i1
XP_004996357.1	Hcv1.av93.c3.g386.i1
XP_004996358.1	Hcv1.av93.c3.g335.i1
XP_004996360.1	Hcv1.av93.c3.g1115.i1
XP_004996362.1	Hcv1.av93.c3.g780.i1
XP_004996368.1	Hcv1.av93.c13.g203.i1
XP_004996383.1	Hcv1.av93.c5.g266.i2
XP_004996389.1	Hcv1.av93.c1.g284.i2
XP_004996390.1	Hcv1.av93.c8.g1013.i1
XP_004996395.1	Hcv1.av93.c2.g895.i1
XP_004996397.1	Hcv1.av93.c4.g86.i1
XP_004996398.1	Hcv1.av93.c3.g931.i1
XP_004996415.1	Hcv1.av93.c5.g817.i1
XP_004996421.1	Hcv1.av93.c2.g966.i1
XP_004996422.1	Hcv1.av93.c2.g1118.i1
XP_004996423.1	Hcv1.av93.c5.g545.i1
XP_004996424.1	Hcv1.av93.c7.g625.i1
XP_004996431.1	Hcv1.av93.c3.g644.i1
XP_004996435.1	Hcv1.av93.c1.g1309.i1
XP_004996436.1	Hcv1.av93.c2.g650.i1
XP_004996437.1	Hcv1.av93.c4.g334.i1
XP_004996454.1	Hcv1.av93.c2.g353.i1
XP_004996456.1	Hcv1.av93.c1.g460.i1
XP_004996458.1	Hcv1.av93.c4.g842.i1
XP_004996459.1	Hcv1.av93.c6.g879.i1
XP_004996460.1	Hcv1.av93.c11.g1026.i1
XP_004996477.1	Hcv1.av93.c3.g383.i1
XP_004996479.1	Hcv1.av93.c5.g654.i1
XP_004996481.1	Hcv1.av93.c9.g686.i1
XP_004996487.1	Hcv1.av93.c6.g423.i1
XP_004996501.1	Hcv1.av93.c11.g327.i1
XP_004996504.1	Hcv1.av93.c8.g818.i1
XP_004996522.1	Hcv1.av93.c6.g430.i1
XP_004996523.1	Hcv1.av93.c6.g382.i1
XP_004996529.1	Hcv1.av93.c2.g771.i1
XP_004996533.1	Hcv1.av93.c4.g281.i1
XP_004996534.1	Hcv1.av93.c6.g1215.i1
XP_004996536.1	Hcv1.av93.c9.g119.i1
XP_004996537.1	Hcv1.av93.c1.g1038.i1
XP_004996539.1	Hcv1.av93.c2.g850.i1
XP_004996542.1	Hcv1.av93.c3.g484.i4
XP_004996544.1	Hcv1.av93.c11.g359.i1
XP_004996545.1	Hcv1.av93.c2.g442.i1
XP_004996546.1	Hcv1.av93.c7.g214.i1
XP_004996547.1	Hcv1.av93.c5.g434.i1
XP_004996548.1	Hcv1.av93.c7.g398.i1
XP_004996549.1	Hcv1.av93.c2.g796.i1
XP_004996551.1	Hcv1.av93.c2.g886.i1
XP_004996552.1	Hcv1.av93.c5.g137.i1
XP_004996562.1	Hcv1.av93.c9.g526.i1
XP_004996563.1	Hcv1.av93.c11.g213.i1
XP_004996569.1	Hcv1.av93.c4.g275.i1
XP_004996578.1	Hcv1.av93.c3.g177.i1
XP_004996584.1	Hcv1.av93.c3.g646.i1
XP_004996585.1	Hcv1.av93.c13.g584.i3
XP_004996586.1	Hcv1.av93.c6.g116.i1
XP_004996587.1	Hcv1.av93.c5.g936.i1
XP_004996590.1	Hcv1.av93.c13.g479.i1
XP_004996591.1	Hcv1.av93.c3.g915.i1
XP_004996596.1	Hcv1.av93.c1.g894.i1
XP_004996607.1	Hcv1.av93.c3.g31.i1
XP_004996608.1	Hcv1.av93.c3.g963.i1
XP_004996609.1	Hcv1.av93.c2.g797.i1
XP_004996611.1	Hcv1.av93.c1.g1259.i2
XP_004996613.1	Hcv1.av93.c3.g666.i1
XP_004996616.1	Hcv1.av93.c13.g601.i1
XP_004996618.1	Hcv1.av93.c5.g1127.i2
XP_004996625.1	Hcv1.av93.c8.g514.i1
XP_004996630.1	Hcv1.av93.c8.g254.i1
XP_004996632.1	Hcv1.av93.c1.g1059.i1
XP_004996636.1	Hcv1.av93.c12.g517.i1
XP_004996637.1	Hcv1.av93.c12.g167.i2
XP_004996638.1	Hcv1.av93.c12.g457.i2
XP_004996639.1	Hcv1.av93.c13.g359.i3
XP_004996640.1	Hcv1.av93.c5.g492.i1
XP_004996643.1	Hcv1.av93.c10.g351.i1
XP_004996645.1	Hcv1.av93.c3.g544.i1
XP_004996647.1	Hcv1.av93.c5.g1357.i1
XP_004996648.1	Hcv1.av93.c7.g1079.i1
XP_004996649.1	Hcv1.av93.c8.g412.i1
XP_004996650.1	Hcv1.av93.c10.g449.i1
XP_004996656.1	Hcv1.av93.c5.g182.i1
XP_004996658.1	Hcv1.av93.c10.g690.i1
XP_004996660.1	Hcv1.av93.c2.g648.i1
XP_004996662.1	Hcv1.av93.c4.g787.i1
XP_004996670.1	Hcv1.av93.c9.g678.i1
XP_004996674.1	Hcv1.av93.c3.g364.i1
XP_004996686.1	Hcv1.av93.c2.g1538.i1
XP_004996688.1	Hcv1.av93.c9.g405.i1
XP_004996689.1	Hcv1.av93.c2.g553.i1
XP_004996691.1	Hcv1.av93.c8.g434.i1
XP_004996693.1	Hcv1.av93.c9.g225.i1
XP_004996696.1	Hcv1.av93.c1.g788.i1
XP_004996699.1	Hcv1.av93.c5.g73.i1
XP_004996707.1	Hcv1.av93.c10.g100.i1
XP_004996708.1	Hcv1.av93.c12.g288.i1
XP_004996710.1	Hcv1.av93.c12.g401.i1
XP_004996714.1	Hcv1.av93.c6.g127.i1
XP_004996726.1	Hcv1.av93.c11.g871.i1
XP_004996727.1	Hcv1.av93.c1.g256.i1
XP_004996728.1	Hcv1.av93.c6.g50.i1
XP_004996729.1	Hcv1.av93.c5.g426.i1
XP_004996731.1	Hcv1.av93.c11.g253.i1
XP_004996733.1	Hcv1.av93.c5.g582.i1
XP_004996735.1	Hcv1.av93.c9.g297.i1
XP_004996737.1	Hcv1.av93.c3.g174.i1
XP_004996738.1	Hcv1.av93.c8.g701.i1
XP_004996739.1	Hcv1.av93.c10.g261.i5
XP_004996740.1	Hcv1.av93.c2.g1144.i1
XP_004996741.1	Hcv1.av93.c11.g487.i1
XP_004996743.1	Hcv1.av93.c7.g296.i1
XP_004996744.1	Hcv1.av93.c1.g1508.i1
XP_004996748.1	Hcv1.av93.c8.g120.i1
XP_004996759.1	Hcv1.av93.c3.g460.i2
XP_004996766.1	Hcv1.av93.c5.g1235.i1
XP_004996769.1	Hcv1.av93.c5.g243.i1
XP_004996771.1	Hcv1.av93.c7.g529.i1
XP_004996773.1	Hcv1.av93.c5.g1061.i1
XP_004996774.1	Hcv1.av93.c1.g842.i2
XP_004996778.1	Hcv1.av93.c6.g607.i1
XP_004996779.1	Hcv1.av93.c5.g1207.i1
XP_004996780.1	Hcv1.av93.c12.g82.i1
XP_004996781.1	Hcv1.av93.c11.g667.i1
XP_004996782.1	Hcv1.av93.c9.g717.i1
XP_004996784.1	Hcv1.av93.c9.g212.i1
XP_004996785.1	Hcv1.av93.c9.g535.i1
XP_004996786.1	Hcv1.av93.c2.g669.i1
XP_004996788.1	Hcv1.av93.c8.g161.i1
XP_004996789.1	Hcv1.av93.c3.g1076.i1
XP_004996790.1	Hcv1.av93.c8.g146.i3
XP_004996796.1	Hcv1.av93.c3.g24.i1
XP_004996798.1	Hcv1.av93.c3.g1313.i1
XP_004996801.1	Hcv1.av93.c9.g477.i1
XP_004996804.1	Hcv1.av93.c9.g84.i1
XP_004996809.1	Hcv1.av93.c2.g242.i1
XP_004996813.1	Hcv1.av93.c8.g699.i1
XP_004996816.1	Hcv1.av93.c9.g875.i1
XP_004996818.1	Hcv1.av93.c4.g811.i1
XP_004996819.1	Hcv1.av93.c12.g149.i1
XP_004996822.1	Hcv1.av93.c2.g127.i1
XP_004996827.1	Hcv1.av93.c8.g119.i1
XP_004996830.1	Hcv1.av93.c12.g150.i2
XP_004996833.1	Hcv1.av93.c6.g204.i1
XP_004996834.1	Hcv1.av93.c7.g314.i1
XP_004996838.1	Hcv1.av93.c9.g341.i1
XP_004996839.1	Hcv1.av93.c8.g407.i1
XP_004996846.1	Hcv1.av93.c3.g1285.i1
XP_004996847.1	Hcv1.av93.c7.g621.i1
XP_004996848.1	Hcv1.av93.c9.g765.i3
XP_004996850.1	Hcv1.av93.c8.g763.i2
XP_004996852.1	Hcv1.av93.c7.g1025.i2
XP_004996853.1	Hcv1.av93.c12.g453.i1
XP_004996856.1	Hcv1.av93.c6.g449.i1
XP_004996857.1	Hcv1.av93.c8.g307.i1
XP_004996859.1	Hcv1.av93.c1.g1018.i1
XP_004996860.1	Hcv1.av93.c6.g189.i1
XP_004996866.1	Hcv1.av93.c8.g1018.i1
XP_004996870.1	Hcv1.av93.c12.g561.i1
XP_004996872.1	Hcv1.av93.c11.g256.i1
XP_004996875.1	Hcv1.av93.c3.g965.i1
XP_004996876.1	Hcv1.av93.c12.g49.i1
XP_004996879.1	Hcv1.av93.c6.g1183.i1
XP_004996880.1	Hcv1.av93.c8.g218.i1
XP_004996883.1	Hcv1.av93.c8.g355.i1
XP_004996885.1	Hcv1.av93.c4.g373.i1
XP_004996886.1	Hcv1.av93.c2.g1134.i1
XP_004996888.1	Hcv1.av93.c9.g371.i2
XP_004996897.1	Hcv1.av93.c1.g1176.i1
XP_004996899.1	Hcv1.av93.c10.g153.i1
XP_004996901.1	Hcv1.av93.c8.g858.i1
XP_004996904.1	Hcv1.av93.c2.g403.i1
XP_004996908.1	Hcv1.av93.c10.g529.i1
XP_004996910.1	Hcv1.av93.c8.g845.i1
XP_004996912.1	Hcv1.av93.c1.g690.i2
XP_004996913.1	Hcv1.av93.c7.g914.i1
XP_004996917.1	Hcv1.av93.c1.g554.i1
XP_004996921.1	Hcv1.av93.c6.g936.i1
XP_004996924.1	Hcv1.av93.c5.g1314.i1
XP_004996927.1	Hcv1.av93.c2.g978.i1
XP_004996928.1	Hcv1.av93.c1.g1693.i2
XP_004996931.1	Hcv1.av93.c5.g86.i1
XP_004996939.1	Hcv1.av93.c8.g658.i1
XP_004996940.1	Hcv1.av93.c8.g974.i1
XP_004996941.1	Hcv1.av93.c10.g27.i1
XP_004996947.1	Hcv1.av93.c4.g398.i1
XP_004996949.1	Hcv1.av93.c3.g256.i1
XP_004996953.1	Hcv1.av93.c3.g1102.i1
XP_004996957.1	Hcv1.av93.c7.g928.i1
XP_004996959.1	Hcv1.av93.c1.g1442.i1
XP_004996961.1	Hcv1.av93.c8.g584.i1
XP_004996962.1	Hcv1.av93.c3.g685.i2
XP_004996966.1	Hcv1.av93.c6.g1252.i1
XP_004996968.1	Hcv1.av93.c3.g832.i1
XP_004996970.1	Hcv1.av93.c2.g474.i1
XP_004996971.1	Hcv1.av93.c1.g1431.i1
XP_004996972.1	Hcv1.av93.c7.g172.i1
XP_004996976.1	Hcv1.av93.c13.g171.i3
XP_004996978.1	Hcv1.av93.c8.g605.i1
XP_004996981.1	Hcv1.av93.c4.g698.i1
XP_004996982.1	Hcv1.av93.c4.g208.i1
XP_004996989.1	Hcv1.av93.c9.g267.i1
XP_004996990.1	Hcv1.av93.c1.g417.i1
XP_004996992.1	Hcv1.av93.c8.g797.i1
XP_004996995.1	Hcv1.av93.c6.g1037.i1
XP_004996997.1	Hcv1.av93.c5.g935.i1
XP_004996999.1	Hcv1.av93.c11.g309.i1
XP_004997001.1	Hcv1.av93.c8.g193.i1
XP_004997002.1	Hcv1.av93.c1.g1001.i1
XP_004997004.1	Hcv1.av93.c1.g1144.i1
XP_004997008.1	Hcv1.av93.c12.g259.i1
XP_004997009.1	Hcv1.av93.c9.g923.i1
XP_004997011.1	Hcv1.av93.c5.g233.i1
XP_004997013.1	Hcv1.av93.c6.g1002.i1
XP_004997014.1	Hcv1.av93.c1.g559.i1
XP_004997016.1	Hcv1.av93.c4.g84.i1
XP_004997017.1	Hcv1.av93.c9.g421.i1
XP_004997018.1	Hcv1.av93.c1.g1385.i1
XP_004997022.1	Hcv1.av93.c12.g250.i1
XP_004997023.1	Hcv1.av93.c5.g740.i2
XP_004997024.1	Hcv1.av93.c9.g172.i1
XP_004997026.1	Hcv1.av93.c11.g736.i1
XP_004997028.1	Hcv1.av93.c13.g296.i1
XP_004997030.1	Hcv1.av93.c8.g318.i1
XP_004997033.1	Hcv1.av93.c9.g586.i1
XP_004997035.1	Hcv1.av93.c3.g1018.i1
XP_004997036.1	Hcv1.av93.c6.g947.i1
XP_004997037.1	Hcv1.av93.c3.g388.i1
XP_004997038.1	Hcv1.av93.c5.g23.i1
XP_004997040.1	Hcv1.av93.c2.g1511.i1
XP_004997041.1	Hcv1.av93.c2.g1452.i1
XP_004997042.1	Hcv1.av93.c2.g394.i1
XP_004997052.1	Hcv1.av93.c3.g1128.i1
XP_004997054.1	Hcv1.av93.c6.g783.i1
XP_004997055.1	Hcv1.av93.c1.g1560.i2
XP_004997058.1	Hcv1.av93.c3.g65.i1
XP_004997060.1	Hcv1.av93.c2.g1053.i1
XP_004997064.1	Hcv1.av93.c10.g457.i1
XP_004997067.1	Hcv1.av93.c2.g1369.i1
XP_004997068.1	Hcv1.av93.c10.g656.i1
XP_004997071.1	Hcv1.av93.c2.g793.i1
XP_004997072.1	Hcv1.av93.c2.g1572.i2
XP_004997076.1	Hcv1.av93.c1.g258.i1
XP_004997078.1	Hcv1.av93.c5.g1183.i1
XP_004997079.1	Hcv1.av93.c5.g368.i1
XP_004997082.1	Hcv1.av93.c1.g1202.i1
XP_004997083.1	Hcv1.av93.c2.g934.i1
XP_004997086.1	Hcv1.av93.c7.g712.i1
XP_004997090.1	Hcv1.av93.c13.g325.i3
XP_004997092.1	Hcv1.av93.c3.g1185.i1
XP_004997093.1	Hcv1.av93.c13.g286.i3
XP_004997094.1	Hcv1.av93.c6.g364.i1
XP_004997096.1	Hcv1.av93.c1.g1012.i1
XP_004997097.1	Hcv1.av93.c3.g877.i1
XP_004997098.1	Hcv1.av93.c11.g890.i1
XP_004997102.1	Hcv1.av93.c11.g426.i1
XP_004997106.1	Hcv1.av93.c13.g170.i1
XP_004997109.1	Hcv1.av93.c7.g348.i1
XP_004997110.1	Hcv1.av93.c12.g551.i1
XP_004997111.1	Hcv1.av93.c13.g470.i1
XP_004997113.1	Hcv1.av93.c3.g539.i1
XP_004997114.1	Hcv1.av93.c6.g614.i1
XP_004997115.1	Hcv1.av93.c13.g275.i3
XP_004997116.1	Hcv1.av93.c7.g1029.i1
XP_004997117.1	Hcv1.av93.c1.g1245.i1
XP_004997119.1	Hcv1.av93.c10.g122.i1
XP_004997123.1	Hcv1.av93.c10.g332.i1
XP_004997124.1	Hcv1.av93.c8.g878.i1
XP_004997125.1	Hcv1.av93.c5.g393.i1
XP_004997128.1	Hcv1.av93.c1.g838.i1
XP_004997129.1	Hcv1.av93.c4.g82.i1
XP_004997131.1	Hcv1.av93.c8.g354.i1
XP_004997135.1	Hcv1.av93.c1.g1367.i1
XP_004997136.1	Hcv1.av93.c1.g1637.i1
XP_004997137.1	Hcv1.av93.c2.g576.i1
XP_004997139.1	Hcv1.av93.c1.g1215.i1
XP_004997143.1	Hcv1.av93.c9.g572.i1
XP_004997144.1	Hcv1.av93.c9.g874.i1
XP_004997147.1	Hcv1.av93.c11.g971.i1
XP_004997149.1	Hcv1.av93.c11.g759.i1
XP_004997155.1	Hcv1.av93.c11.g507.i1
XP_004997156.1	Hcv1.av93.c2.g1020.i1
XP_004997159.1	Hcv1.av93.c6.g1236.i1
XP_004997163.1	Hcv1.av93.c9.g193.i1
XP_004997164.1	Hcv1.av93.c2.g478.i2
XP_004997166.1	Hcv1.av93.c9.g664.i1
XP_004997167.1	Hcv1.av93.c3.g450.i1
XP_004997168.1	Hcv1.av93.c2.g689.i3
XP_004997170.1	Hcv1.av93.c6.g688.i2
XP_004997173.1	Hcv1.av93.c6.g585.i1
XP_004997174.1	Hcv1.av93.c2.g615.i1
XP_004997175.1	Hcv1.av93.c6.g259.i1
XP_004997176.1	Hcv1.av93.c2.g1177.i2
XP_004997179.1	Hcv1.av93.c5.g1256.i1
XP_004997180.1	Hcv1.av93.c13.g597.i1
XP_004997182.1	Hcv1.av93.c6.g535.i1
XP_004997183.1	Hcv1.av93.c1.g1254.i1
XP_004997184.1	Hcv1.av93.c10.g543.i1
XP_004997186.1	Hcv1.av93.c2.g991.i1
XP_004997187.1	Hcv1.av93.c2.g1011.i1
XP_004997188.1	Hcv1.av93.c8.g308.i1
XP_004997190.1	Hcv1.av93.c7.g89.i1
XP_004997195.1	Hcv1.av93.c5.g364.i1
XP_004997196.1	Hcv1.av93.c11.g358.i1
XP_004997197.1	Hcv1.av93.c11.g710.i1
XP_004997198.1	Hcv1.av93.c2.g1360.i1
XP_004997199.1	Hcv1.av93.c2.g1447.i1
XP_004997201.1	Hcv1.av93.c12.g504.i2
XP_004997202.1	Hcv1.av93.c6.g612.i1
XP_004997208.1	Hcv1.av93.c11.g122.i1
XP_004997213.1	Hcv1.av93.c1.g1186.i1
XP_004997218.1	Hcv1.av93.c8.g556.i1
XP_004997221.1	Hcv1.av93.c10.g78.i2
XP_004997224.1	Hcv1.av93.c8.g203.i1
XP_004997226.1	Hcv1.av93.c8.g73.i1
XP_004997227.1	Hcv1.av93.c2.g731.i1
XP_004997233.1	Hcv1.av93.c12.g415.i1
XP_004997236.1	Hcv1.av93.c13.g95.i3
XP_004997237.1	Hcv1.av93.c6.g703.i1
XP_004997239.1	Hcv1.av93.c2.g1137.i1
XP_004997240.1	Hcv1.av93.c6.g1260.i1
XP_004997241.1	Hcv1.av93.c2.g1519.i2
XP_004997242.1	Hcv1.av93.c1.g1364.i1
XP_004997258.1	Hcv1.av93.c5.g1068.i1
XP_004997261.1	Hcv1.av93.c13.g491.i1
XP_004997271.1	Hcv1.av93.c11.g402.i1
XP_004997275.1	Hcv1.av93.c2.g633.i1
XP_004997276.1	Hcv1.av93.c12.g475.i1
XP_004997278.1	Hcv1.av93.c2.g744.i1
XP_004997279.1	Hcv1.av93.c11.g639.i1
XP_004997283.1	Hcv1.av93.c1.g1050.i2
XP_004997286.1	Hcv1.av93.c1.g1030.i1
XP_004997289.1	Hcv1.av93.c8.g680.i1
XP_004997295.1	Hcv1.av93.c3.g151.i1
XP_004997297.1	Hcv1.av93.c6.g1255.i1
XP_004997299.1	Hcv1.av93.c1.g237.i1
XP_004997301.1	Hcv1.av93.c1.g39.i2
XP_004997310.1	Hcv1.av93.c8.g226.i1
XP_004997312.1	Hcv1.av93.c8.g632.i1
XP_004997317.1	Hcv1.av93.c3.g1230.i1
XP_004997320.1	Hcv1.av93.c1.g302.i1
XP_004997322.1	Hcv1.av93.c6.g128.i1
XP_004997324.1	Hcv1.av93.c1.g802.i1
XP_004997329.1	Hcv1.av93.c10.g290.i2
XP_004997330.1	Hcv1.av93.c2.g1035.i1
XP_004997332.1	Hcv1.av93.c2.g129.i1
XP_004997333.1	Hcv1.av93.c1.g487.i2
XP_004997336.1	Hcv1.av93.c11.g115.i1
XP_004997337.1	Hcv1.av93.c2.g541.i1
XP_004997338.1	Hcv1.av93.c2.g358.i1
XP_004997339.1	Hcv1.av93.c8.g713.i1
XP_004997345.1	Hcv1.av93.c3.g348.i1
XP_004997350.1	Hcv1.av93.c2.g225.i1
XP_004997357.1	Hcv1.av93.c1.g1652.i1
XP_004997359.1	Hcv1.av93.c1.g1572.i1
XP_004997361.1	Hcv1.av93.c1.g742.i1
XP_004997362.1	Hcv1.av93.c12.g226.i1
XP_004997365.1	Hcv1.av93.c8.g102.i1
XP_004997367.1	Hcv1.av93.c2.g1500.i1
XP_004997374.1	Hcv1.av93.c2.g547.i1
XP_004997375.1	Hcv1.av93.c5.g880.i1
XP_004997377.1	Hcv1.av93.c1.g582.i1
XP_004997385.1	Hcv1.av93.c2.g241.i1
XP_004997388.1	Hcv1.av93.c13.g295.i1
XP_004997390.1	Hcv1.av93.c13.g652.i1
XP_004997396.1	Hcv1.av93.c2.g299.i1
XP_004997397.1	Hcv1.av93.c6.g997.i1
XP_004997401.1	Hcv1.av93.c2.g1338.i1
XP_004997402.1	Hcv1.av93.c12.g257.i1
XP_004997407.1	Hcv1.av93.c7.g729.i1
XP_004997409.1	Hcv1.av93.c9.g522.i1
XP_004997413.1	Hcv1.av93.c1.g1346.i1
XP_004997416.1	Hcv1.av93.c4.g770.i1
XP_004997417.1	Hcv1.av93.c7.g549.i1
XP_004997418.1	Hcv1.av93.c8.g515.i1
XP_004997419.1	Hcv1.av93.c3.g1280.i1
XP_004997421.1	Hcv1.av93.c2.g223.i1
XP_004997427.1	Hcv1.av93.c8.g953.i1
XP_004997428.1	Hcv1.av93.c3.g238.i1
XP_004997430.1	Hcv1.av93.c13.g166.i1
XP_004997431.1	Hcv1.av93.c12.g55.i1
XP_004997435.1	Hcv1.av93.c8.g163.i1
XP_004997441.1	Hcv1.av93.c3.g621.i1
XP_004997447.1	Hcv1.av93.c13.g340.i1
XP_004997449.1	Hcv1.av93.c13.g484.i1
XP_004997452.1	Hcv1.av93.c13.g232.i1
XP_004997453.1	Hcv1.av93.c13.g415.i1
XP_004997460.1	Hcv1.av93.c4.g900.i1
XP_004997466.1	Hcv1.av93.c5.g176.i1
XP_004997468.1	Hcv1.av93.c13.g291.i1
XP_004997480.1	Hcv1.av93.c9.g74.i1
XP_004997490.1	Hcv1.av93.c5.g447.i1
XP_004997493.1	Hcv1.av93.c1.g1212.i1
XP_004997496.1	Hcv1.av93.c7.g232.i2
XP_004997498.1	Hcv1.av93.c6.g1170.i1
XP_004997501.1	Hcv1.av93.c11.g342.i1
XP_004997504.1	Hcv1.av93.c7.g491.i1
XP_004997505.1	Hcv1.av93.c7.g90.i1
XP_004997507.1	Hcv1.av93.c13.g101.i1
XP_004997508.1	Hcv1.av93.c7.g781.i1
XP_004997509.1	Hcv1.av93.c4.g48.i1
XP_004997513.1	Hcv1.av93.c1.g517.i1
XP_004997528.1	Hcv1.av93.c2.g1138.i1
XP_004997529.1	Hcv1.av93.c7.g1022.i1
XP_004997533.1	Hcv1.av93.c7.g487.i1
XP_004997536.1	Hcv1.av93.c3.g79.i1
XP_004997537.1	Hcv1.av93.c7.g993.i2
XP_004997539.1	Hcv1.av93.c11.g71.i1
XP_004997540.1	Hcv1.av93.c11.g148.i1
XP_004997542.1	Hcv1.av93.c7.g64.i1
XP_004997543.1	Hcv1.av93.c9.g860.i1
XP_004997545.1	Hcv1.av93.c10.g397.i1
XP_004997547.1	Hcv1.av93.c3.g1222.i1
XP_004997550.1	Hcv1.av93.c8.g616.i1
XP_004997558.1	Hcv1.av93.c8.g336.i1
XP_004997564.1	Hcv1.av93.c5.g956.i1
XP_004997565.1	Hcv1.av93.c2.g1356.i2
XP_004997566.1	Hcv1.av93.c5.g419.i1
XP_004997569.1	Hcv1.av93.c7.g52.i1
XP_004997572.1	Hcv1.av93.c13.g270.i1
XP_004997583.1	Hcv1.av93.c2.g1106.i1
XP_004997584.1	Hcv1.av93.c11.g630.i1
XP_004997585.1	Hcv1.av93.c11.g33.i1
XP_004997589.1	Hcv1.av93.c7.g911.i2
XP_004997592.1	Hcv1.av93.c5.g31.i1
XP_004997596.1	Hcv1.av93.c1.g177.i1
XP_004997597.1	Hcv1.av93.c7.g802.i1
XP_004997599.1	Hcv1.av93.c2.g182.i1
XP_004997604.1	Hcv1.av93.c3.g372.i1
XP_004997606.1	Hcv1.av93.c7.g335.i1
XP_004997607.1	Hcv1.av93.c8.g166.i1
XP_004997610.1	Hcv1.av93.c1.g47.i1
XP_004997612.1	Hcv1.av93.c2.g1083.i1
XP_004997614.1	Hcv1.av93.c8.g537.i1
XP_004997616.1	Hcv1.av93.c3.g412.i1
XP_004997619.1	Hcv1.av93.c9.g15.i1
XP_004997620.1	Hcv1.av93.c5.g560.i1
XP_004997621.1	Hcv1.av93.c5.g61.i1
XP_004997622.1	Hcv1.av93.c2.g116.i1
XP_004997625.1	Hcv1.av93.c7.g76.i1
XP_004997627.1	Hcv1.av93.c7.g903.i1
XP_004997628.1	Hcv1.av93.c10.g702.i1
XP_004997630.1	Hcv1.av93.c5.g868.i1
XP_004997631.1	Hcv1.av93.c2.g845.i1
XP_004997632.1	Hcv1.av93.c7.g500.i3
XP_004997633.1	Hcv1.av93.c7.g681.i1
XP_004997638.1	Hcv1.av93.c6.g112.i1
XP_004997641.1	Hcv1.av93.c5.g767.i1
XP_004997645.1	Hcv1.av93.c3.g816.i1
XP_004997646.1	Hcv1.av93.c1.g121.i1
XP_004997647.1	Hcv1.av93.c11.g962.i1
XP_004997649.1	Hcv1.av93.c5.g271.i1
XP_004997652.1	Hcv1.av93.c8.g345.i1
XP_004997659.1	Hcv1.av93.c1.g1044.i1
XP_004997660.1	Hcv1.av93.c5.g1311.i1
XP_004997661.1	Hcv1.av93.c2.g683.i1
XP_004997669.1	Hcv1.av93.c1.g853.i2
XP_004997673.1	Hcv1.av93.c1.g369.i1
XP_004997676.1	Hcv1.av93.c9.g272.i1
XP_004997680.1	Hcv1.av93.c8.g799.i1
XP_004997681.1	Hcv1.av93.c13.g664.i1
XP_004997683.1	Hcv1.av93.c9.g150.i1
XP_004997684.1	Hcv1.av93.c8.g411.i1
XP_004997693.1	Hcv1.av93.c2.g567.i1
XP_004997701.1	Hcv1.av93.c5.g43.i1
XP_004997703.1	Hcv1.av93.c7.g472.i1
XP_004997705.1	Hcv1.av93.c7.g219.i1
XP_004997709.1	Hcv1.av93.c3.g999.i1
XP_004997712.1	Hcv1.av93.c11.g433.i1
XP_004997713.1	Hcv1.av93.c4.g187.i1
XP_004997716.1	Hcv1.av93.c7.g437.i1
XP_004997717.1	Hcv1.av93.c7.g940.i1
XP_004997724.1	Hcv1.av93.c6.g927.i1
XP_004997725.1	Hcv1.av93.c7.g524.i1
XP_004997728.1	Hcv1.av93.c5.g613.i1
XP_004997729.1	Hcv1.av93.c9.g250.i1
XP_004997730.1	Hcv1.av93.c6.g701.i1
XP_004997731.1	Hcv1.av93.c2.g364.i1
XP_004997736.1	Hcv1.av93.c1.g1047.i1
XP_004997739.1	Hcv1.av93.c3.g788.i1
XP_004997742.1	Hcv1.av93.c8.g712.i1
XP_004997751.1	Hcv1.av93.c3.g176.i2
XP_004997756.1	Hcv1.av93.c1.g1633.i1
XP_004997758.1	Hcv1.av93.c1.g158.i1
XP_004997763.1	Hcv1.av93.c5.g1143.i1
XP_004997764.1	Hcv1.av93.c7.g843.i1
XP_004997766.1	Hcv1.av93.c5.g597.i1
XP_004997767.1	Hcv1.av93.c3.g559.i1
XP_004997769.1	Hcv1.av93.c3.g987.i1
XP_004997771.1	Hcv1.av93.c6.g721.i1
XP_004997774.1	Hcv1.av93.c8.g29.i1
XP_004997781.1	Hcv1.av93.c5.g321.i3
XP_004997782.1	Hcv1.av93.c11.g834.i1
XP_004997783.1	Hcv1.av93.c1.g160.i1
XP_004997784.1	Hcv1.av93.c7.g77.i2
XP_004997791.1	Hcv1.av93.c5.g1305.i1
XP_004997793.1	Hcv1.av93.c7.g754.i1
XP_004997794.1	Hcv1.av93.c7.g244.i1
XP_004997796.1	Hcv1.av93.c9.g289.i1
XP_004997799.1	Hcv1.av93.c2.g421.i1
XP_004997800.1	Hcv1.av93.c1.g735.i1
