Hcv1.av93.c1.g1001.i1	mRNA.RE12872
Hcv1.av93.c3.g339.i1	mRNA.RE14757
Hcv1.av93.c3.g340.i1	mRNA.RE16030
Hcv1.av93.c3.g341.i1	mRNA.RE14046
Hcv1.av93.c3.g342.i1	mRNA.RE16695
Hcv1.av93.c3.g343.i1	mRNA.RE10850
Hcv1.av93.c3.g347.i2	mRNA.RE17013
Hcv1.av93.c3.g348.i1	mRNA.RE09748
Hcv1.av93.c3.g350.i1	mRNA.RE11187
Hcv1.av93.c3.g357.i1	mRNA.RE00816
Hcv1.av93.c3.g358.i1	mRNA.RE02986
Hcv1.av93.c3.g360.i1	mRNA.RE14469
Hcv1.av93.c3.g361.i1	mRNA.RE02560
Hcv1.av93.c3.g362.i1	mRNA.RE09913
Hcv1.av93.c3.g363.i1	mRNA.RE07129
Hcv1.av93.c3.g364.i1	mRNA.RE09823
Hcv1.av93.c3.g367.i1	mRNA.RE04134
Hcv1.av93.c3.g368.i1	mRNA.RE04867
Hcv1.av93.c3.g369.i1	mRNA.RE13985
Hcv1.av93.c3.g370.i1	mRNA.RE00531
Hcv1.av93.c3.g372.i1	mRNA.RE04124
Hcv1.av93.c3.g375.i3	mRNA.RE05220
Hcv1.av93.c3.g376.i1	mRNA.RE08963
Hcv1.av93.c3.g378.i1	mRNA.RE14075
Hcv1.av93.c3.g379.i1	mRNA.RE04116
Hcv1.av93.c3.g383.i1	mRNA.RE10691
Hcv1.av93.c3.g385.i1	mRNA.RE08863
Hcv1.av93.c3.g386.i1	mRNA.RE10223
Hcv1.av93.c3.g388.i1	mRNA.RE03932
Hcv1.av93.c3.g389.i1	mRNA.RE06212
Hcv1.av93.c3.g391.i1	mRNA.RE14143
Hcv1.av93.c3.g40.i1	mRNA.RE07318
Hcv1.av93.c3.g403.i1	mRNA.RE15185
Hcv1.av93.c3.g404.i1	mRNA.RE05741
Hcv1.av93.c3.g405.i2	mRNA.RE08886
Hcv1.av93.c3.g406.i1	mRNA.RE04058
Hcv1.av93.c3.g407.i1	mRNA.RE09712
Hcv1.av93.c3.g408.i1	mRNA.RE08937
Hcv1.av93.c3.g409.i1	mRNA.RE05922
Hcv1.av93.c3.g41.i1	mRNA.RE06694
Hcv1.av93.c3.g410.i1	mRNA.RE00647
Hcv1.av93.c3.g412.i1	mRNA.RE09252
Hcv1.av93.c3.g413.i1	mRNA.RE07190
Hcv1.av93.c3.g416.i1	mRNA.RE09012
Hcv1.av93.c3.g428.i1	mRNA.RE09791
Hcv1.av93.c3.g429.i1	mRNA.RE00902
Hcv1.av93.c3.g43.i1	mRNA.RE16975
Hcv1.av93.c3.g437.i1	mRNA.RE16998
Hcv1.av93.c3.g439.i1	mRNA.RE02264
Hcv1.av93.c3.g44.i1	mRNA.RE01298
Hcv1.av93.c3.g440.i1	mRNA.RE07885
Hcv1.av93.c3.g441.i1	mRNA.RE08126
Hcv1.av93.c3.g445.i1	mRNA.RE10877
Hcv1.av93.c3.g447.i1	mRNA.RE06277
Hcv1.av93.c3.g448.i1	mRNA.RE12965
Hcv1.av93.c3.g449.i1	mRNA.RE10479
Hcv1.av93.c3.g450.i1	mRNA.RE05255
Hcv1.av93.c3.g452.i2	mRNA.RE06670
Hcv1.av93.c3.g454.i1	mRNA.RE04720
Hcv1.av93.c3.g456.i1	mRNA.RE10323
Hcv1.av93.c3.g459.i1	mRNA.RE16469
Hcv1.av93.c3.g460.i2	mRNA.RE09915
Hcv1.av93.c3.g461.i1	mRNA.RE13154
Hcv1.av93.c3.g466.i1	mRNA.RE09452
Hcv1.av93.c3.g467.i1	mRNA.RE17096
Hcv1.av93.c3.g47.i1	mRNA.RE16941
Hcv1.av93.c3.g470.i2	mRNA.RE01049
Hcv1.av93.c3.g471.i1	mRNA.RE00499
Hcv1.av93.c3.g473.i1	mRNA.RE02999
Hcv1.av93.c3.g477.i1	mRNA.RE04112
Hcv1.av93.c3.g480.i1	mRNA.RE03200
Hcv1.av93.c3.g482.i1	mRNA.RE12110
Hcv1.av93.c3.g484.i4	mRNA.RE05375
Hcv1.av93.c3.g488.i1	mRNA.RE01270
Hcv1.av93.c3.g489.i1	mRNA.RE05886
Hcv1.av93.c3.g494.i1	mRNA.RE15683
Hcv1.av93.c3.g495.i1	mRNA.RE16480
Hcv1.av93.c3.g499.i1	mRNA.RE12864
Hcv1.av93.c3.g502.i2	mRNA.RE16298
Hcv1.av93.c3.g504.i1	mRNA.RE13863
Hcv1.av93.c3.g509.i2	mRNA.RE03871
Hcv1.av93.c3.g510.i1	mRNA.RE14983
Hcv1.av93.c3.g515.i1	mRNA.RE14978
Hcv1.av93.c3.g524.i1	mRNA.RE01255
Hcv1.av93.c3.g525.i1	mRNA.RE16478
Hcv1.av93.c3.g526.i1	mRNA.RE11829
Hcv1.av93.c3.g53.i1	mRNA.RE12302
Hcv1.av93.c3.g533.i1	mRNA.RE08772
Hcv1.av93.c3.g535.i1	mRNA.RE04968
Hcv1.av93.c3.g538.i1	mRNA.RE11191
Hcv1.av93.c3.g539.i1	mRNA.RE03479
Hcv1.av93.c3.g541.i1	mRNA.RE07434
Hcv1.av93.c3.g543.i1	mRNA.RE05196
Hcv1.av93.c3.g544.i1	mRNA.RE16582
Hcv1.av93.c3.g545.i1	mRNA.RE11196
Hcv1.av93.c3.g548.i1	mRNA.RE11459
Hcv1.av93.c3.g550.i1	mRNA.RE08997
Hcv1.av93.c3.g551.i1	mRNA.RE11020
Hcv1.av93.c3.g559.i1	mRNA.RE12633
Hcv1.av93.c3.g566.i1	mRNA.RE10856
Hcv1.av93.c3.g573.i1	mRNA.RE03219
Hcv1.av93.c3.g579.i1	mRNA.RE13546
Hcv1.av93.c3.g58.i1	mRNA.RE16819
Hcv1.av93.c3.g580.i1	mRNA.RE05042
Hcv1.av93.c3.g581.i2	mRNA.RE16517
Hcv1.av93.c3.g585.i1	mRNA.RE05924
Hcv1.av93.c3.g586.i1	mRNA.RE08249
Hcv1.av93.c3.g592.i1	mRNA.RE13676
Hcv1.av93.c3.g593.i1	mRNA.RE07082
Hcv1.av93.c3.g595.i1	mRNA.RE15351
Hcv1.av93.c3.g596.i2	mRNA.RE14345
Hcv1.av93.c3.g597.i1	mRNA.RE05510
Hcv1.av93.c3.g598.i1	mRNA.RE13495
Hcv1.av93.c3.g601.i4	mRNA.RE07270
Hcv1.av93.c3.g603.i1	mRNA.RE14856
Hcv1.av93.c3.g606.i1	mRNA.RE06701
Hcv1.av93.c3.g609.i1	mRNA.RE09023
Hcv1.av93.c3.g61.i1	mRNA.RE06264
Hcv1.av93.c3.g611.i1	mRNA.RE09422
Hcv1.av93.c3.g612.i3	mRNA.RE04147
Hcv1.av93.c3.g614.i1	mRNA.RE05216
Hcv1.av93.c3.g616.i1	mRNA.RE16338
Hcv1.av93.c3.g617.i1	mRNA.RE05102
Hcv1.av93.c3.g619.i1	mRNA.RE00787
Hcv1.av93.c3.g62.i1	mRNA.RE05775
Hcv1.av93.c3.g620.i2	mRNA.RE10488
Hcv1.av93.c3.g621.i1	mRNA.RE16923
Hcv1.av93.c3.g623.i1	mRNA.RE05686
Hcv1.av93.c3.g627.i1	mRNA.RE08896
Hcv1.av93.c3.g63.i1	mRNA.RE10076
Hcv1.av93.c3.g635.i1	mRNA.RE12920
Hcv1.av93.c3.g64.i1	mRNA.RE03597
Hcv1.av93.c3.g644.i1	mRNA.RE08818
Hcv1.av93.c3.g646.i1	mRNA.RE00954
Hcv1.av93.c3.g648.i1	mRNA.RE16609
Hcv1.av93.c3.g649.i1	mRNA.RE09002
Hcv1.av93.c3.g651.i1	mRNA.RE11290
Hcv1.av93.c3.g652.i1	mRNA.RE16189
Hcv1.av93.c3.g656.i1	mRNA.RE06138
Hcv1.av93.c3.g665.i1	mRNA.RE13121
Hcv1.av93.c3.g667.i1	mRNA.RE14000
Hcv1.av93.c3.g670.i2	mRNA.RE15890
Hcv1.av93.c3.g673.i1	mRNA.RE05919
Hcv1.av93.c3.g676.i1	mRNA.RE10031
Hcv1.av93.c3.g677.i1	mRNA.RE06362
Hcv1.av93.c3.g678.i1	mRNA.RE01259
Hcv1.av93.c3.g679.i1	mRNA.RE11582
Hcv1.av93.c3.g680.i1	mRNA.RE04136
Hcv1.av93.c3.g682.i1	mRNA.RE08579
Hcv1.av93.c3.g683.i1	mRNA.RE07316
Hcv1.av93.c3.g685.i2	mRNA.RE13033
Hcv1.av93.c3.g688.i1	mRNA.RE02920
Hcv1.av93.c3.g689.i2	mRNA.RE09886
Hcv1.av93.c3.g690.i1	mRNA.RE04021
Hcv1.av93.c3.g698.i1	mRNA.RE09142
Hcv1.av93.c3.g70.i1	mRNA.RE08266
Hcv1.av93.c3.g704.i1	mRNA.RE01321
Hcv1.av93.c3.g709.i1	mRNA.RE16822
Hcv1.av93.c3.g711.i1	mRNA.RE11923
Hcv1.av93.c3.g713.i1	mRNA.RE14982
Hcv1.av93.c3.g719.i1	mRNA.RE13129
Hcv1.av93.c3.g720.i1	mRNA.RE14316
Hcv1.av93.c3.g721.i1	mRNA.RE16260
Hcv1.av93.c3.g726.i1	mRNA.RE08814
Hcv1.av93.c3.g728.i1	mRNA.RE13760
Hcv1.av93.c3.g733.i1	mRNA.RE12345
Hcv1.av93.c3.g734.i1	mRNA.RE08710
Hcv1.av93.c3.g735.i1	mRNA.RE09885
Hcv1.av93.c3.g736.i2	mRNA.RE00930
Hcv1.av93.c3.g738.i1	mRNA.RE08347
Hcv1.av93.c3.g739.i1	mRNA.RE12174
Hcv1.av93.c3.g74.i1	mRNA.RE14566
Hcv1.av93.c3.g741.i1	mRNA.RE05407
Hcv1.av93.c3.g742.i1	mRNA.RE17092
Hcv1.av93.c3.g749.i1	mRNA.RE05432
Hcv1.av93.c3.g75.i1	mRNA.RE13015
Hcv1.av93.c3.g752.i1	mRNA.RE16987
Hcv1.av93.c3.g754.i1	mRNA.RE09786
Hcv1.av93.c3.g755.i1	mRNA.RE15412
Hcv1.av93.c3.g763.i1	mRNA.RE15654
Hcv1.av93.c3.g764.i1	mRNA.RE16580
Hcv1.av93.c3.g767.i1	mRNA.RE05219
Hcv1.av93.c3.g769.i1	mRNA.RE02270
Hcv1.av93.c3.g77.i1	mRNA.RE06236
Hcv1.av93.c3.g773.i1	mRNA.RE10421
Hcv1.av93.c3.g774.i2	mRNA.RE12089
Hcv1.av93.c3.g777.i1	mRNA.RE00924
Hcv1.av93.c3.g778.i1	mRNA.RE05947
Hcv1.av93.c3.g780.i1	mRNA.RE08967
Hcv1.av93.c3.g782.i1	mRNA.RE02063
Hcv1.av93.c3.g783.i1	mRNA.RE02933
Hcv1.av93.c3.g788.i1	mRNA.RE08954
Hcv1.av93.c3.g789.i1	mRNA.RE02581
Hcv1.av93.c3.g79.i1	mRNA.RE17112
Hcv1.av93.c3.g791.i1	mRNA.RE17075
Hcv1.av93.c3.g792.i2	mRNA.RE08698
Hcv1.av93.c3.g793.i1	mRNA.RE12128
Hcv1.av93.c3.g795.i2	mRNA.RE04001
Hcv1.av93.c3.g798.i1	mRNA.RE16466
Hcv1.av93.c3.g799.i1	mRNA.RE08578
Hcv1.av93.c3.g800.i1	mRNA.RE05211
Hcv1.av93.c3.g801.i1	mRNA.RE15021
Hcv1.av93.c3.g802.i1	mRNA.RE06259
Hcv1.av93.c3.g805.i1	mRNA.RE05932
Hcv1.av93.c3.g816.i1	mRNA.RE07764
Hcv1.av93.c3.g82.i1	mRNA.RE08978
Hcv1.av93.c3.g821.i1	mRNA.RE12210
Hcv1.av93.c3.g822.i1	mRNA.RE13066
Hcv1.av93.c3.g832.i1	mRNA.RE07310
Hcv1.av93.c3.g834.i1	mRNA.RE07345
Hcv1.av93.c3.g836.i2	mRNA.RE12080
Hcv1.av93.c3.g837.i1	mRNA.RE15278
Hcv1.av93.c3.g840.i1	mRNA.RE08212
Hcv1.av93.c3.g842.i1	mRNA.RE09911
Hcv1.av93.c3.g843.i1	mRNA.RE00545
Hcv1.av93.c3.g845.i1	mRNA.RE17204
Hcv1.av93.c3.g846.i1	mRNA.RE13118
Hcv1.av93.c3.g847.i1	mRNA.RE12258
Hcv1.av93.c3.g852.i1	mRNA.RE01106
Hcv1.av93.c3.g854.i1	mRNA.RE07349
Hcv1.av93.c3.g855.i1	mRNA.RE00165
Hcv1.av93.c3.g856.i1	mRNA.RE08957
Hcv1.av93.c3.g861.i1	mRNA.RE08716
Hcv1.av93.c3.g863.i2	mRNA.RE11088
Hcv1.av93.c3.g87.i1	mRNA.RE15860
Hcv1.av93.c3.g871.i1	mRNA.RE09418
Hcv1.av93.c3.g874.i1	mRNA.RE06366
Hcv1.av93.c3.g877.i1	mRNA.RE10491
Hcv1.av93.c3.g878.i1	mRNA.RE09440
Hcv1.av93.c3.g879.i1	mRNA.RE15262
Hcv1.av93.c3.g88.i2	mRNA.RE16018
Hcv1.av93.c3.g894.i1	mRNA.RE07769
Hcv1.av93.c3.g897.i1	mRNA.RE07340
Hcv1.av93.c3.g898.i1	mRNA.RE11706
Hcv1.av93.c3.g901.i1	mRNA.RE09504
Hcv1.av93.c3.g902.i1	mRNA.RE12651
Hcv1.av93.c3.g903.i1	mRNA.RE14953
Hcv1.av93.c3.g912.i1	mRNA.RE00857
Hcv1.av93.c3.g913.i1	mRNA.RE09581
Hcv1.av93.c3.g914.i1	mRNA.RE16263
Hcv1.av93.c3.g915.i1	mRNA.RE07795
Hcv1.av93.c3.g920.i1	mRNA.RE07409
Hcv1.av93.c3.g927.i1	mRNA.RE00083
Hcv1.av93.c3.g928.i1	mRNA.RE05193
Hcv1.av93.c3.g933.i1	mRNA.RE02518
Hcv1.av93.c3.g934.i1	mRNA.RE07490
Hcv1.av93.c3.g935.i1	mRNA.RE13946
Hcv1.av93.c3.g936.i1	mRNA.RE05575
Hcv1.av93.c3.g940.i1	mRNA.RE12172
Hcv1.av93.c3.g941.i1	mRNA.RE16090
Hcv1.av93.c3.g942.i1	mRNA.RE10854
Hcv1.av93.c3.g943.i1	mRNA.RE08835
Hcv1.av93.c3.g945.i1	mRNA.RE07482
Hcv1.av93.c3.g951.i1	mRNA.RE16495
Hcv1.av93.c3.g955.i1	mRNA.RE07123
Hcv1.av93.c3.g959.i1	mRNA.RE00132
Hcv1.av93.c3.g961.i1	mRNA.RE16153
Hcv1.av93.c3.g962.i1	mRNA.RE14534
Hcv1.av93.c3.g963.i1	mRNA.RE09784
Hcv1.av93.c3.g964.i1	mRNA.RE09812
Hcv1.av93.c3.g965.i1	mRNA.RE06770
Hcv1.av93.c3.g967.i1	mRNA.RE06983
Hcv1.av93.c3.g968.i1	mRNA.RE05378
Hcv1.av93.c3.g97.i1	mRNA.RE06940
Hcv1.av93.c3.g971.i1	mRNA.RE16949
Hcv1.av93.c3.g975.i1	mRNA.RE16172
Hcv1.av93.c3.g976.i1	mRNA.RE06283
Hcv1.av93.c3.g977.i1	mRNA.RE05769
Hcv1.av93.c3.g979.i1	mRNA.RE16386
Hcv1.av93.c3.g98.i1	mRNA.RE01718
Hcv1.av93.c3.g987.i1	mRNA.RE02451
Hcv1.av93.c3.g988.i1	mRNA.RE00409
Hcv1.av93.c3.g989.i1	mRNA.RE01625
Hcv1.av93.c3.g990.i1	mRNA.RE11361
Hcv1.av93.c3.g991.i1	mRNA.RE07110
Hcv1.av93.c3.g994.i1	mRNA.RE09108
Hcv1.av93.c3.g996.i1	mRNA.RE16649
Hcv1.av93.c3.g999.i1	mRNA.RE14154
Hcv1.av93.c4.g101.i1	mRNA.RE04334
Hcv1.av93.c4.g102.i1	mRNA.RE06862
Hcv1.av93.c4.g129.i1	mRNA.RE03856
Hcv1.av93.c4.g131.i1	mRNA.RE14564
Hcv1.av93.c4.g133.i1	mRNA.RE08152
Hcv1.av93.c4.g134.i1	mRNA.RE06545
Hcv1.av93.c4.g137.i1	mRNA.RE09067
Hcv1.av93.c4.g138.i1	mRNA.RE12385
Hcv1.av93.c4.g141.i1	mRNA.RE03785
Hcv1.av93.c4.g152.i1	mRNA.RE14651
Hcv1.av93.c4.g16.i1	mRNA.RE16388
Hcv1.av93.c4.g170.i1	mRNA.RE01564
Hcv1.av93.c4.g179.i1	mRNA.RE02003
Hcv1.av93.c4.g182.i1	mRNA.RE05243
Hcv1.av93.c4.g183.i1	mRNA.RE04725
Hcv1.av93.c4.g184.i1	mRNA.RE16880
Hcv1.av93.c4.g185.i1	mRNA.RE13708
Hcv1.av93.c4.g186.i1	mRNA.RE07745
Hcv1.av93.c4.g187.i1	mRNA.RE03028
Hcv1.av93.c4.g191.i1	mRNA.RE02578
Hcv1.av93.c4.g195.i1	mRNA.RE13861
Hcv1.av93.c4.g198.i1	mRNA.RE15976
Hcv1.av93.c4.g204.i1	mRNA.RE09071
Hcv1.av93.c4.g205.i1	mRNA.RE05652
Hcv1.av93.c4.g208.i1	mRNA.RE16492
Hcv1.av93.c4.g214.i1	mRNA.RE09593
Hcv1.av93.c4.g217.i1	mRNA.RE14341
Hcv1.av93.c4.g222.i1	mRNA.RE06992
Hcv1.av93.c4.g238.i3	mRNA.RE03530
Hcv1.av93.c4.g242.i1	mRNA.RE03165
Hcv1.av93.c4.g248.i1	mRNA.RE17049
Hcv1.av93.c4.g250.i1	mRNA.RE07418
Hcv1.av93.c4.g251.i1	mRNA.RE17114
Hcv1.av93.c4.g252.i1	mRNA.RE03641
Hcv1.av93.c4.g258.i1	mRNA.RE16532
Hcv1.av93.c4.g26.i2	mRNA.RE16377
Hcv1.av93.c4.g261.i1	mRNA.RE04066
Hcv1.av93.c4.g262.i1	mRNA.RE09131
Hcv1.av93.c4.g264.i3	mRNA.RE13790
Hcv1.av93.c4.g267.i1	mRNA.RE12282
Hcv1.av93.c4.g268.i1	mRNA.RE07487
Hcv1.av93.c4.g269.i1	mRNA.RE10534
Hcv1.av93.c4.g27.i1	mRNA.RE03644
Hcv1.av93.c4.g272.i1	mRNA.RE02261
Hcv1.av93.c4.g273.i1	mRNA.RE03596
Hcv1.av93.c4.g274.i1	mRNA.RE03486
Hcv1.av93.c4.g276.i1	mRNA.RE17135
Hcv1.av93.c4.g279.i1	mRNA.RE08125
Hcv1.av93.c4.g281.i1	mRNA.RE09033
Hcv1.av93.c4.g282.i1	mRNA.RE05881
Hcv1.av93.c4.g285.i2	mRNA.RE11317
Hcv1.av93.c4.g30.i1	mRNA.RE15899
Hcv1.av93.c4.g300.i4	mRNA.RE11111
Hcv1.av93.c4.g313.i1	mRNA.RE16899
Hcv1.av93.c4.g325.i1	mRNA.RE09584
Hcv1.av93.c4.g332.i1	mRNA.RE09069
Hcv1.av93.c4.g334.i1	mRNA.RE09881
Hcv1.av93.c4.g344.i1	mRNA.RE07211
Hcv1.av93.c4.g345.i1	mRNA.RE10631
Hcv1.av93.c4.g347.i1	mRNA.RE05898
Hcv1.av93.c4.g357.i1	mRNA.RE14881
Hcv1.av93.c4.g358.i1	mRNA.RE07761
Hcv1.av93.c4.g367.i1	mRNA.RE05083
Hcv1.av93.c4.g368.i1	mRNA.RE00837
Hcv1.av93.c4.g369.i1	mRNA.RE09048
Hcv1.av93.c4.g372.i1	mRNA.RE03533
Hcv1.av93.c4.g373.i1	mRNA.RE10495
Hcv1.av93.c4.g377.i1	mRNA.RE05896
Hcv1.av93.c4.g378.i1	mRNA.RE04676
Hcv1.av93.c4.g379.i1	mRNA.RE09093
Hcv1.av93.c4.g38.i1	mRNA.RE13170
Hcv1.av93.c4.g380.i1	mRNA.RE15361
Hcv1.av93.c4.g381.i1	mRNA.RE10217
Hcv1.av93.c4.g393.i1	mRNA.RE05276
Hcv1.av93.c4.g397.i1	mRNA.RE03546
Hcv1.av93.c4.g398.i1	mRNA.RE09085
Hcv1.av93.c4.g405.i1	mRNA.RE13207
Hcv1.av93.c4.g406.i1	mRNA.RE11073
Hcv1.av93.c4.g408.i2	mRNA.RE03601
Hcv1.av93.c4.g412.i1	mRNA.RE08132
Hcv1.av93.c4.g425.i1	mRNA.RE09056
Hcv1.av93.c4.g428.i2	mRNA.RE07747
Hcv1.av93.c4.g430.i1	mRNA.RE12488
Hcv1.av93.c4.g435.i1	mRNA.RE07531
Hcv1.av93.c4.g439.i1	mRNA.RE07774
Hcv1.av93.c4.g440.i1	mRNA.RE00451
Hcv1.av93.c4.g443.i1	mRNA.RE13944
Hcv1.av93.c4.g444.i1	mRNA.RE06172
Hcv1.av93.c4.g446.i2	mRNA.RE16394
Hcv1.av93.c4.g447.i1	mRNA.RE09909
Hcv1.av93.c4.g451.i1	mRNA.RE16858
Hcv1.av93.c4.g453.i1	mRNA.RE08247
Hcv1.av93.c4.g456.i1	mRNA.RE06991
Hcv1.av93.c4.g48.i1	mRNA.RE10585
Hcv1.av93.c4.g50.i1	mRNA.RE13233
Hcv1.av93.c4.g509.i2	mRNA.RE16766
Hcv1.av93.c4.g51.i1	mRNA.RE03592
Hcv1.av93.c4.g513.i1	mRNA.RE16241
Hcv1.av93.c4.g534.i1	mRNA.RE09729
Hcv1.av93.c4.g535.i4	mRNA.RE04343
Hcv1.av93.c4.g538.i1	mRNA.RE04317
Hcv1.av93.c4.g555.i1	mRNA.RE16460
Hcv1.av93.c4.g556.i1	mRNA.RE15528
Hcv1.av93.c4.g559.i1	mRNA.RE16490
Hcv1.av93.c4.g56.i2	mRNA.RE04029
Hcv1.av93.c4.g560.i1	mRNA.RE16447
Hcv1.av93.c4.g562.i1	mRNA.RE16236
Hcv1.av93.c4.g564.i1	mRNA.RE12184
Hcv1.av93.c4.g565.i1	mRNA.RE08524
Hcv1.av93.c4.g567.i1	mRNA.RE04878
Hcv1.av93.c4.g568.i1	mRNA.RE04165
Hcv1.av93.c4.g59.i2	mRNA.RE14857
Hcv1.av93.c4.g593.i1	mRNA.RE14452
Hcv1.av93.c4.g596.i1	mRNA.RE03965
Hcv1.av93.c4.g597.i1	mRNA.RE00968
Hcv1.av93.c4.g61.i1	mRNA.RE11876
Hcv1.av93.c4.g618.i1	mRNA.RE13182
Hcv1.av93.c4.g620.i2	mRNA.RE02186
Hcv1.av93.c4.g622.i1	mRNA.RE06884
Hcv1.av93.c4.g624.i1	mRNA.RE09027
Hcv1.av93.c4.g63.i1	mRNA.RE10903
Hcv1.av93.c4.g64.i1	mRNA.RE08817
Hcv1.av93.c4.g648.i1	mRNA.RE15880
Hcv1.av93.c4.g649.i1	mRNA.RE07760
Hcv1.av93.c4.g66.i1	mRNA.RE06955
Hcv1.av93.c4.g664.i2	mRNA.RE14085
Hcv1.av93.c4.g667.i1	mRNA.RE17022
Hcv1.av93.c4.g668.i1	mRNA.RE09562
Hcv1.av93.c4.g669.i1	mRNA.RE00502
Hcv1.av93.c4.g67.i5	mRNA.RE09248
Hcv1.av93.c4.g670.i1	mRNA.RE00895
Hcv1.av93.c4.g680.i1	mRNA.RE05461
Hcv1.av93.c4.g689.i1	mRNA.RE15653
Hcv1.av93.c4.g69.i1	mRNA.RE12130
Hcv1.av93.c4.g695.i1	mRNA.RE11302
Hcv1.av93.c4.g696.i1	mRNA.RE08025
Hcv1.av93.c4.g697.i1	mRNA.RE01266
Hcv1.av93.c4.g698.i1	mRNA.RE14376
Hcv1.av93.c4.g700.i3	mRNA.RE16782
Hcv1.av93.c4.g704.i1	mRNA.RE06147
Hcv1.av93.c4.g712.i1	mRNA.RE16636
Hcv1.av93.c4.g714.i1	mRNA.RE09021
Hcv1.av93.c4.g721.i1	mRNA.RE04363
Hcv1.av93.c4.g723.i1	mRNA.RE13044
Hcv1.av93.c4.g725.i1	mRNA.RE11105
Hcv1.av93.c4.g73.i1	mRNA.RE06490
Hcv1.av93.c4.g732.i1	mRNA.RE02469
Hcv1.av93.c4.g735.i1	mRNA.RE15578
Hcv1.av93.c4.g736.i3	mRNA.RE08206
Hcv1.av93.c4.g739.i1	mRNA.RE05815
Hcv1.av93.c4.g740.i1	mRNA.RE12955
Hcv1.av93.c4.g744.i1	mRNA.RE08005
Hcv1.av93.c4.g747.i1	mRNA.RE11096
Hcv1.av93.c4.g753.i1	mRNA.RE00087
Hcv1.av93.c4.g756.i1	mRNA.RE03547
Hcv1.av93.c4.g758.i1	mRNA.RE01421
Hcv1.av93.c4.g76.i1	mRNA.RE03355
Hcv1.av93.c4.g761.i1	mRNA.RE00075
Hcv1.av93.c4.g765.i1	mRNA.RE02048
Hcv1.av93.c4.g767.i1	mRNA.RE03612
Hcv1.av93.c4.g768.i1	mRNA.RE09044
Hcv1.av93.c4.g77.i1	mRNA.RE00967
Hcv1.av93.c4.g770.i1	mRNA.RE10914
Hcv1.av93.c4.g775.i1	mRNA.RE04419
Hcv1.av93.c4.g782.i2	mRNA.RE09742
Hcv1.av93.c4.g784.i1	mRNA.RE11067
Hcv1.av93.c4.g786.i2	mRNA.RE13298
Hcv1.av93.c4.g787.i1	mRNA.RE08564
Hcv1.av93.c4.g79.i2	mRNA.RE00625
Hcv1.av93.c4.g796.i1	mRNA.RE13689
Hcv1.av93.c4.g797.i4	mRNA.RE06880
Hcv1.av93.c4.g801.i1	mRNA.RE14177
Hcv1.av93.c4.g805.i1	mRNA.RE10230
Hcv1.av93.c4.g806.i1	mRNA.RE02415
Hcv1.av93.c4.g807.i1	mRNA.RE13976
Hcv1.av93.c4.g808.i1	mRNA.RE04909
Hcv1.av93.c4.g809.i1	mRNA.RE15290
Hcv1.av93.c4.g811.i1	mRNA.RE15041
Hcv1.av93.c4.g812.i1	mRNA.RE04323
Hcv1.av93.c4.g813.i1	mRNA.RE16448
Hcv1.av93.c4.g816.i1	mRNA.RE08684
Hcv1.av93.c4.g819.i1	mRNA.RE16939
Hcv1.av93.c4.g82.i1	mRNA.RE06981
Hcv1.av93.c4.g822.i1	mRNA.RE03931
Hcv1.av93.c4.g838.i1	mRNA.RE16435
Hcv1.av93.c4.g84.i1	mRNA.RE06232
Hcv1.av93.c4.g841.i1	mRNA.RE00797
Hcv1.av93.c4.g842.i1	mRNA.RE01300
Hcv1.av93.c4.g850.i1	mRNA.RE06732
Hcv1.av93.c4.g860.i1	mRNA.RE10779
Hcv1.av93.c4.g867.i1	mRNA.RE11563
Hcv1.av93.c4.g868.i1	mRNA.RE09760
Hcv1.av93.c4.g869.i1	mRNA.RE05189
Hcv1.av93.c4.g870.i1	mRNA.RE07481
Hcv1.av93.c4.g871.i1	mRNA.RE02312
Hcv1.av93.c4.g874.i1	mRNA.RE12924
Hcv1.av93.c4.g875.i1	mRNA.RE05254
Hcv1.av93.c4.g876.i1	mRNA.RE00969
Hcv1.av93.c4.g878.i1	mRNA.RE04902
Hcv1.av93.c4.g880.i1	mRNA.RE11247
Hcv1.av93.c4.g881.i1	mRNA.RE08626
Hcv1.av93.c4.g883.i1	mRNA.RE02368
Hcv1.av93.c4.g885.i1	mRNA.RE00972
Hcv1.av93.c4.g889.i1	mRNA.RE03622
Hcv1.av93.c4.g891.i1	mRNA.RE02128
Hcv1.av93.c4.g893.i1	mRNA.RE03289
Hcv1.av93.c4.g894.i1	mRNA.RE05174
Hcv1.av93.c4.g897.i2	mRNA.RE09752
Hcv1.av93.c4.g898.i1	mRNA.RE06728
Hcv1.av93.c4.g900.i1	mRNA.RE16368
Hcv1.av93.c4.g901.i1	mRNA.RE15058
Hcv1.av93.c4.g905.i1	mRNA.RE11123
Hcv1.av93.c4.g908.i1	mRNA.RE06857
Hcv1.av93.c4.g909.i1	mRNA.RE05434
Hcv1.av93.c4.g91.i1	mRNA.RE01065
Hcv1.av93.c4.g913.i1	mRNA.RE16731
Hcv1.av93.c4.g916.i1	mRNA.RE14825
Hcv1.av93.c4.g917.i1	mRNA.RE15345
Hcv1.av93.c4.g925.i1	mRNA.RE17074
Hcv1.av93.c4.g926.i1	mRNA.RE13842
Hcv1.av93.c4.g927.i1	mRNA.RE08670
