XP_004340361.1	mRNA.RE14990
XP_004365749.2	mRNA.RE09010
XP_004365752.1	mRNA.RE05097
XP_004365754.1	mRNA.RE15383
XP_004365757.1	mRNA.RE15213
XP_004365760.1	mRNA.RE05090
XP_004365762.1	mRNA.RE00616
XP_004365763.1	mRNA.RE15272
XP_004365764.1	mRNA.RE09450
XP_004365765.2	mRNA.RE15669
XP_004365772.1	mRNA.RE03599
XP_004365773.2	mRNA.RE10977
XP_004365775.1	mRNA.RE14699
XP_004365776.1	mRNA.RE11392
XP_004365777.2	mRNA.RE05443
XP_004365780.1	mRNA.RE11646
XP_004365781.1	mRNA.RE09980
XP_004365783.2	mRNA.RE00547
XP_004365786.2	mRNA.RE01897
XP_004365787.1	mRNA.RE04927
XP_004365788.1	mRNA.RE09584
XP_004365789.1	mRNA.RE03933
XP_004365790.1	mRNA.RE03610
XP_004365792.1	mRNA.RE15280
XP_004365794.1	mRNA.RE13221
XP_004365797.2	mRNA.RE16368
XP_004365798.1	mRNA.RE05029
XP_004365801.2	mRNA.RE06896
XP_004365802.2	mRNA.RE11089
XP_004365803.2	mRNA.RE13027
XP_004365805.1	mRNA.RE11067
XP_004365806.2	mRNA.RE03223
XP_004365807.1	mRNA.RE09046
XP_004365811.1	mRNA.RE13209
XP_004365814.1	mRNA.RE16399
XP_004365816.1	mRNA.RE13130
XP_004365820.2	mRNA.RE07281
XP_004365821.1	mRNA.RE09069
XP_004365823.1	mRNA.RE09391
XP_004365825.1	mRNA.RE00088
XP_004365828.1	mRNA.RE16372
XP_004365829.1	mRNA.RE15064
XP_004365831.1	mRNA.RE02905
XP_004365833.1	mRNA.RE16226
XP_004365834.1	mRNA.RE09021
XP_004365835.1	mRNA.RE13842
XP_004365836.1	mRNA.RE17001
XP_004365837.1	mRNA.RE16100
XP_004365839.2	mRNA.RE09559
XP_004365842.2	mRNA.RE08752
XP_004365843.1	mRNA.RE04985
XP_004365846.1	mRNA.RE13730
XP_004365850.2	mRNA.RE10774
XP_004365852.1	mRNA.RE03487
XP_004365857.1	mRNA.RE07840
XP_004365858.1	mRNA.RE02458
XP_004365859.2	mRNA.RE15624
XP_004365865.1	mRNA.RE00501
XP_004365866.1	mRNA.RE01106
XP_004365867.1	mRNA.RE04121
XP_004365869.1	mRNA.RE07896
XP_004365872.1	mRNA.RE15567
XP_004365873.1	mRNA.RE12565
XP_004365874.2	mRNA.RE14795
XP_004365875.2	mRNA.RE07116
XP_004365880.1	mRNA.RE02736
XP_004365881.1	mRNA.RE02454
XP_004365882.1	mRNA.RE02581
XP_004365884.2	mRNA.RE02534
XP_004365886.2	mRNA.RE10403
XP_004365887.1	mRNA.RE17084
XP_004365893.1	mRNA.RE12320
XP_004365897.1	mRNA.RE15281
XP_004365898.1	mRNA.RE04387
XP_004365899.2	mRNA.RE14913
XP_004365901.2	mRNA.RE08240
XP_004365902.1	mRNA.RE05887
XP_004365903.1	mRNA.RE08974
XP_004365905.1	mRNA.RE13250
XP_004365906.2	mRNA.RE14465
XP_004365909.1	mRNA.RE07445
XP_004365913.1	mRNA.RE13908
XP_004365915.1	mRNA.RE02287
XP_004365917.2	mRNA.RE01064
XP_004365918.2	mRNA.RE10218
XP_004365919.2	mRNA.RE12936
XP_004365920.2	mRNA.RE15572
XP_004365921.2	mRNA.RE09242
XP_004365922.1	mRNA.RE11361
XP_004365923.1	mRNA.RE09516
XP_004365926.1	mRNA.RE13668
XP_004365927.2	mRNA.RE12162
XP_004365930.1	mRNA.RE11305
XP_004365934.1	mRNA.RE11028
XP_004365936.2	mRNA.RE05351
XP_004365937.1	mRNA.RE12413
XP_004365940.2	mRNA.RE14090
XP_004365941.1	mRNA.RE13982
XP_004365942.1	mRNA.RE13985
XP_004365944.2	mRNA.RE10227
XP_004365945.1	mRNA.RE01817
XP_004365946.1	mRNA.RE15973
XP_004365947.1	mRNA.RE14598
XP_004365948.2	mRNA.RE14652
XP_004365952.1	mRNA.RE11706
XP_004365956.2	mRNA.RE07814
XP_004365960.1	mRNA.RE05544
XP_004365965.2	mRNA.RE06714
XP_004365966.2	mRNA.RE02415
XP_004365967.2	mRNA.RE15649
XP_004365968.2	mRNA.RE13128
XP_004365969.2	mRNA.RE02936
XP_004365972.2	mRNA.RE01734
XP_004365974.2	mRNA.RE04897
XP_004365977.1	mRNA.RE12152
XP_004365978.1	mRNA.RE08758
XP_004365980.1	mRNA.RE12970
XP_004365984.1	mRNA.RE03200
XP_004365991.2	mRNA.RE07790
XP_004365992.2	mRNA.RE06897
XP_004365993.1	mRNA.RE12364
XP_004365994.2	mRNA.RE09260
XP_004366001.2	mRNA.RE15920
XP_004366005.1	mRNA.RE04759
XP_004366007.1	mRNA.RE16650
XP_004366008.1	mRNA.RE05043
XP_004366011.1	mRNA.RE15707
XP_004366014.1	mRNA.RE15530
XP_004366018.1	mRNA.RE15010
XP_004366019.2	mRNA.RE06385
XP_004366020.1	mRNA.RE08709
XP_004366023.2	mRNA.RE07370
XP_004366024.2	mRNA.RE11307
XP_004366025.2	mRNA.RE04899
XP_004366026.2	mRNA.RE09182
XP_004366027.2	mRNA.RE08057
XP_004366032.2	mRNA.RE10381
XP_004366034.2	mRNA.RE10748
XP_004366038.1	mRNA.RE00292
XP_004366040.1	mRNA.RE15025
XP_004366042.1	mRNA.RE00972
XP_004366047.1	mRNA.RE16519
XP_004366048.2	mRNA.RE06427
XP_004366049.1	mRNA.RE03911
XP_004366050.2	mRNA.RE10126
XP_004366051.2	mRNA.RE13039
XP_004366053.2	mRNA.RE11362
XP_004366054.1	mRNA.RE05739
XP_004366058.2	mRNA.RE10106
XP_011269935.1	mRNA.RE06919
XP_011269936.1	mRNA.RE11783
XP_011269942.1	mRNA.RE07475
XP_011269943.1	mRNA.RE16701
XP_011269947.1	mRNA.RE15767
XP_011269949.1	mRNA.RE08182
XP_011269951.1	mRNA.RE12377
XP_011269954.1	mRNA.RE16105
XP_011269957.1	mRNA.RE11632
XP_011269958.1	mRNA.RE11615
XP_011269960.1	mRNA.RE16148
XP_011269961.1	mRNA.RE12644
XP_011269962.1	mRNA.RE11245
XP_011269963.1	mRNA.RE02254
XP_011269965.1	mRNA.RE01623
XP_011269966.1	mRNA.RE01154
XP_011269968.1	mRNA.RE08925
XP_011269974.1	mRNA.RE10493
XP_011269978.1	mRNA.RE12766
XP_011269980.1	mRNA.RE03033
XP_011269983.1	mRNA.RE10037
XP_011269984.1	mRNA.RE08309
XP_011269988.1	mRNA.RE16730
XP_011269989.1	mRNA.RE05053
XP_011269990.1	mRNA.RE15147
XP_011269999.1	mRNA.RE13448
XP_011270000.1	mRNA.RE04400
XP_011270001.1	mRNA.RE11409
XP_011270002.1	mRNA.RE12847
XP_011270003.1	mRNA.RE00686
XP_011270005.1	mRNA.RE14628
XP_011270006.1	mRNA.RE16180
XP_011270008.1	mRNA.RE14777
XP_011270012.1	mRNA.RE10412
XP_011270013.1	mRNA.RE06557
XP_011270014.1	mRNA.RE07499
XP_011270016.1	mRNA.RE15090
XP_011270017.1	mRNA.RE15055
XP_011270018.1	mRNA.RE02087
XP_011270021.1	mRNA.RE05579
XP_011270025.1	mRNA.RE04716
XP_011270028.1	mRNA.RE12838
XP_011270033.1	mRNA.RE08306
XP_011270035.1	mRNA.RE01189
XP_011270037.1	mRNA.RE14194
XP_011270039.1	mRNA.RE14211
XP_011270045.1	mRNA.RE11352
XP_011270049.1	mRNA.RE01731
XP_011270051.1	mRNA.RE16888
XP_011270061.1	mRNA.RE05243
XP_011270062.1	mRNA.RE10198
XP_011270064.1	mRNA.RE08750
XP_011270065.1	mRNA.RE08328
XP_011270067.1	mRNA.RE02525
XP_011270068.1	mRNA.RE12462
XP_011270072.1	mRNA.RE12583
XP_011270074.1	mRNA.RE06014
XP_011270082.1	mRNA.RE17092
XP_011270083.1	mRNA.RE03406
XP_011270085.1	mRNA.RE14756
XP_011270088.1	mRNA.RE15896
XP_011270089.1	mRNA.RE16213
XP_011270100.1	mRNA.RE11635
XP_011270103.1	mRNA.RE04308
XP_011270104.1	mRNA.RE05294
XP_011270105.1	mRNA.RE00890
XP_011270107.1	mRNA.RE15865
XP_011270108.1	mRNA.RE10558
XP_011270109.1	mRNA.RE02138
XP_011270110.1	mRNA.RE08212
XP_011270114.1	mRNA.RE11429
XP_011270115.1	mRNA.RE14672
XP_011270117.1	mRNA.RE09054
XP_011270120.1	mRNA.RE00669
XP_011270123.1	mRNA.RE06779
XP_011270124.1	mRNA.RE03179
XP_011270125.1	mRNA.RE03362
XP_011270126.1	mRNA.RE09085
XP_011270127.1	mRNA.RE07520
XP_011270130.1	mRNA.RE04426
XP_011270137.1	mRNA.RE16822
XP_011270139.1	mRNA.RE10607
XP_011270140.1	mRNA.RE13133
XP_011270147.1	mRNA.RE00964
XP_011270149.1	mRNA.RE01431
XP_011270152.1	mRNA.RE08903
XP_011270158.1	mRNA.RE12852
XP_011270172.1	mRNA.RE02897
XP_011270174.1	mRNA.RE04890
XP_011270176.1	mRNA.RE12409
XP_011270178.1	mRNA.RE10582
XP_011270179.1	mRNA.RE16342
XP_011270193.1	mRNA.RE04507
XP_011270194.1	mRNA.RE16123
XP_011270195.1	mRNA.RE04510
XP_011270197.1	mRNA.RE16631
XP_011270198.1	mRNA.RE06231
XP_011270199.1	mRNA.RE11432
XP_011270202.1	mRNA.RE04637
XP_011270206.1	mRNA.RE07127
XP_011270211.1	mRNA.RE12127
XP_011270212.1	mRNA.RE14931
XP_011270213.1	mRNA.RE05826
XP_011270214.1	mRNA.RE06292
XP_011270215.1	mRNA.RE04310
XP_011270216.1	mRNA.RE00656
XP_011270220.1	mRNA.RE10205
XP_011270227.1	mRNA.RE09601
XP_011270234.1	mRNA.RE08364
XP_011270240.1	mRNA.RE06652
XP_011270241.1	mRNA.RE05913
XP_011270242.1	mRNA.RE14621
XP_011270243.1	mRNA.RE16881
XP_011270244.1	mRNA.RE11238
XP_011270245.1	mRNA.RE14911
XP_011270247.1	mRNA.RE11922
XP_011270248.1	mRNA.RE02571
XP_011270250.1	mRNA.RE16626
XP_011270253.1	mRNA.RE08760
XP_011270254.1	mRNA.RE05680
XP_011270262.1	mRNA.RE16324
XP_011270269.1	mRNA.RE09488
XP_011270272.1	mRNA.RE06138
XP_011270273.1	mRNA.RE02293
XP_011270275.1	mRNA.RE11129
XP_011270276.1	mRNA.RE13996
XP_011270285.1	mRNA.RE02710
XP_011270289.1	mRNA.RE08022
XP_011270291.1	mRNA.RE04802
XP_011270292.1	mRNA.RE14354
XP_011270296.1	mRNA.RE10809
XP_011270297.1	mRNA.RE03278
XP_011270303.1	mRNA.RE01920
XP_011270306.1	mRNA.RE12928
XP_011270307.1	mRNA.RE00648
XP_011270308.1	mRNA.RE00894
XP_011270310.1	mRNA.RE13216
XP_011270325.1	mRNA.RE12959
XP_011270326.1	mRNA.RE09797
XP_011270328.1	mRNA.RE03818
XP_011270329.1	mRNA.RE09459
XP_011270330.1	mRNA.RE16627
XP_011270332.1	mRNA.RE14599
XP_011270343.1	mRNA.RE03097
XP_011270349.1	mRNA.RE04888
XP_011270350.1	mRNA.RE00997
XP_011270353.1	mRNA.RE09656
XP_011270365.1	mRNA.RE10515
XP_011270366.1	mRNA.RE12950
XP_011270371.1	mRNA.RE13349
XP_011270373.1	mRNA.RE09803
XP_011270376.1	mRNA.RE15217
XP_011270385.1	mRNA.RE14049
XP_011270386.1	mRNA.RE14588
XP_011270387.1	mRNA.RE05568
XP_011270391.1	mRNA.RE05979
XP_011270399.1	mRNA.RE10440
XP_011270408.1	mRNA.RE17013
XP_011270409.1	mRNA.RE07978
XP_011270413.1	mRNA.RE11641
XP_011270414.1	mRNA.RE03819
XP_011270415.1	mRNA.RE10129
XP_011270425.1	mRNA.RE14576
XP_011270431.1	mRNA.RE08032
XP_011270432.1	mRNA.RE01949
XP_011270435.1	mRNA.RE01148
XP_011270437.1	mRNA.RE03641
XP_011270439.1	mRNA.RE08912
XP_011270446.1	mRNA.RE02888
XP_011270449.1	mRNA.RE02140
XP_011270457.1	mRNA.RE09070
XP_011270458.1	mRNA.RE03609
XP_011270460.1	mRNA.RE03944
XP_011270463.1	mRNA.RE04128
XP_011270464.1	mRNA.RE01446
XP_011270465.1	mRNA.RE15036
XP_011270466.1	mRNA.RE01634
XP_011270467.1	mRNA.RE02451
XP_011270473.1	mRNA.RE10759
XP_011270481.1	mRNA.RE14130
XP_011270483.1	mRNA.RE08811
XP_011270486.1	mRNA.RE14782
XP_011270493.1	mRNA.RE00300
XP_011270497.1	mRNA.RE01921
XP_011270504.1	mRNA.RE05999
XP_011270505.1	mRNA.RE00907
XP_011270507.1	mRNA.RE00278
XP_011270508.1	mRNA.RE07675
XP_011270514.1	mRNA.RE17007
XP_011270515.1	mRNA.RE08166
XP_011270519.1	mRNA.RE12684
XP_011270521.1	mRNA.RE10903
XP_011270526.1	mRNA.RE07482
XP_011270532.1	mRNA.RE15812
XP_011270536.1	mRNA.RE08347
XP_011270553.1	mRNA.RE05074
XP_011270554.1	mRNA.RE17016
XP_011270556.1	mRNA.RE01822
XP_011270559.1	mRNA.RE03377
XP_011270560.1	mRNA.RE11371
XP_011270561.1	mRNA.RE02939
XP_011270568.1	mRNA.RE01265
XP_011270570.1	mRNA.RE07328
XP_011270577.1	mRNA.RE05554
XP_011270582.1	mRNA.RE07019
XP_011270585.1	mRNA.RE12092
XP_011270586.1	mRNA.RE13959
XP_011270590.1	mRNA.RE16318
XP_011270591.1	mRNA.RE10417
XP_011270596.1	mRNA.RE08158
XP_011270603.1	mRNA.RE05276
XP_011270604.1	mRNA.RE16751
XP_011270609.1	mRNA.RE15263
XP_011270610.1	mRNA.RE13891
XP_011270611.1	mRNA.RE13398
XP_011270625.1	mRNA.RE12350
XP_011270637.1	mRNA.RE07844
XP_011270639.1	mRNA.RE08005
XP_011270643.1	mRNA.RE01165
XP_011270652.1	mRNA.RE14187
XP_011270653.1	mRNA.RE03157
XP_011270667.1	mRNA.RE11746
XP_011270672.1	mRNA.RE15784
XP_011270688.1	mRNA.RE10872
XP_011270689.1	mRNA.RE09250
XP_011270690.1	mRNA.RE14850
XP_011270692.1	mRNA.RE08151
XP_011270695.1	mRNA.RE02299
XP_011270696.1	mRNA.RE04672
XP_011270702.1	mRNA.RE16518
XP_011270716.1	mRNA.RE08206
XP_011270718.1	mRNA.RE06252
XP_011270720.1	mRNA.RE07491
XP_011270721.1	mRNA.RE07816
XP_011270722.1	mRNA.RE10975
XP_011270723.1	mRNA.RE02145
XP_011270728.1	mRNA.RE13790
XP_011270729.1	mRNA.RE15141
XP_011270730.1	mRNA.RE07760
XP_011270735.1	mRNA.RE08917
XP_011270737.1	mRNA.RE00885
XP_011270742.1	mRNA.RE09139
XP_011270745.1	mRNA.RE04702
XP_011270752.1	mRNA.RE14226
XP_011270753.1	mRNA.RE16120
XP_011270763.1	mRNA.RE13656
XP_011270764.1	mRNA.RE00282
XP_011270770.1	mRNA.RE06529
XP_011270772.1	mRNA.RE08962
XP_011270781.1	mRNA.RE06924
XP_011270786.1	mRNA.RE07938
XP_011270789.1	mRNA.RE01872
XP_011270792.1	mRNA.RE13771
XP_011270793.1	mRNA.RE00474
XP_011270803.1	mRNA.RE16558
XP_011270808.1	mRNA.RE00121
XP_011270811.1	mRNA.RE16164
XP_011270824.1	mRNA.RE05778
XP_011270832.1	mRNA.RE08711
XP_011270836.1	mRNA.RE10489
XP_011270837.1	mRNA.RE09255
XP_011270839.1	mRNA.RE04810
XP_011270840.1	mRNA.RE03394
XP_011270842.1	mRNA.RE06311
XP_011270844.1	mRNA.RE07550
XP_011270845.1	mRNA.RE02066
XP_011270846.1	mRNA.RE13190
XP_011270847.1	mRNA.RE15267
XP_011270850.1	mRNA.RE07708
XP_011270852.1	mRNA.RE14769
XP_011270859.1	mRNA.RE06362
XP_011270860.1	mRNA.RE08772
XP_011270862.1	mRNA.RE03536
XP_011270866.1	mRNA.RE06451
XP_011270868.1	mRNA.RE02432
XP_011270881.1	mRNA.RE04315
XP_011270883.1	mRNA.RE10285
XP_011270884.1	mRNA.RE10485
XP_011270891.1	mRNA.RE13805
XP_011270895.1	mRNA.RE13140
XP_011270900.1	mRNA.RE02880
XP_011270901.1	mRNA.RE04631
XP_011270902.1	mRNA.RE07706
XP_011270909.1	mRNA.RE11214
XP_011270925.1	mRNA.RE07974
XP_011270949.1	mRNA.RE03931
XP_011270969.1	mRNA.RE07542
