Em0001g1007a	mRNA.RE06677
Em0020g1066a	mRNA.RE01099
Em0020g1067a	mRNA.RE09096
Em0020g1068a	mRNA.RE05073
Em0020g1069a	mRNA.RE10862
Em0020g1070a	mRNA.RE06420
Em0020g1075a	mRNA.RE08387
Em0020g1077a	mRNA.RE13397
Em0020g1078a	mRNA.RE10806
Em0020g1079a	mRNA.RE05065
Em0020g1080a	mRNA.RE10287
Em0020g1081a	mRNA.RE05050
Em0020g1082a	mRNA.RE03479
Em0020g1084a	mRNA.RE13873
Em0020g1085a	mRNA.RE05875
Em0020g1087a	mRNA.RE05940
Em0020g1088a	mRNA.RE10826
Em0020g1089a	mRNA.RE05907
Em0020g1093a	mRNA.RE10260
Em0020g1095a	mRNA.RE08650
Em0020g1096a	mRNA.RE10089
Em0020g1098a	mRNA.RE15288
Em0020g1099a	mRNA.RE13369
Em0020g1100a	mRNA.RE00608
Em0020g1101a	mRNA.RE04048
Em0020g1103a	mRNA.RE10871
Em0020g1104a	mRNA.RE16312
Em0020g1108a	mRNA.RE08466
Em0020g111a	mRNA.RE05075
Em0020g114a	mRNA.RE05939
Em0020g115a	mRNA.RE10316
Em0020g116a	mRNA.RE10315
Em0020g119a	mRNA.RE10314
Em0020g120a	mRNA.RE06434
Em0020g121a	mRNA.RE10623
Em0020g124a	mRNA.RE05091
Em0020g125a	mRNA.RE03486
Em0020g133a	mRNA.RE03483
Em0020g134a	mRNA.RE00117
Em0020g135a	mRNA.RE15575
Em0020g138a	mRNA.RE10889
Em0020g141a	mRNA.RE10901
Em0020g142a	mRNA.RE03485
Em0020g146a	mRNA.RE10912
Em0020g155a	mRNA.RE06754
Em0020g156a	mRNA.RE05566
Em0020g159a	mRNA.RE05874
Em0020g166a	mRNA.RE05867
Em0020g167a	mRNA.RE13398
Em0020g168a	mRNA.RE13374
Em0020g172a	mRNA.RE10879
Em0020g173a	mRNA.RE05817
Em0020g182a	mRNA.RE10277
Em0020g183a	mRNA.RE17016
Em0020g185a	mRNA.RE10821
Em0020g189a	mRNA.RE06411
Em0020g193a	mRNA.RE05878
Em0020g195a	mRNA.RE07083
Em0020g196a	mRNA.RE09132
Em0020g197a	mRNA.RE05816
Em0020g199a	mRNA.RE05051
Em0020g209a	mRNA.RE05535
Em0020g210a	mRNA.RE05935
Em0020g213a	mRNA.RE15031
Em0020g220a	mRNA.RE10922
Em0020g224a	mRNA.RE05074
Em0020g226a	mRNA.RE10962
Em0020g228a	mRNA.RE09823
Em0020g230a	mRNA.RE05815
Em0020g238a	mRNA.RE10800
Em0020g239a	mRNA.RE05929
Em0020g240a	mRNA.RE00614
Em0020g241a	mRNA.RE14745
Em0020g275a	mRNA.RE12701
Em0020g27a	mRNA.RE10253
Em0020g280a	mRNA.RE05956
Em0020g283a	mRNA.RE02266
Em0020g284a	mRNA.RE10250
Em0020g30a	mRNA.RE05565
Em0020g312a	mRNA.RE05579
Em0020g314a	mRNA.RE05574
Em0020g315a	mRNA.RE10902
Em0020g316a	mRNA.RE10166
Em0020g317a	mRNA.RE03480
Em0020g318a	mRNA.RE05079
Em0020g319a	mRNA.RE10861
Em0020g320a	mRNA.RE13365
Em0020g335a	mRNA.RE10819
Em0020g348a	mRNA.RE05081
Em0020g349a	mRNA.RE00613
Em0020g350a	mRNA.RE10933
Em0020g351a	mRNA.RE05557
Em0020g358a	mRNA.RE00216
Em0020g359a	mRNA.RE00907
Em0020g360a	mRNA.RE14575
Em0020g364a	mRNA.RE12371
Em0020g365a	mRNA.RE10945
Em0020g366a	mRNA.RE04386
Em0020g367a	mRNA.RE05563
Em0020g36a	mRNA.RE06423
Em0020g393a	mRNA.RE06261
Em0020g401a	mRNA.RE10842
Em0020g41a	mRNA.RE06451
Em0020g423a	mRNA.RE03857
Em0020g437a	mRNA.RE13864
Em0020g452a	mRNA.RE12373
Em0020g453a	mRNA.RE10304
Em0020g464a	mRNA.RE05082
Em0020g46a	mRNA.RE03599
Em0020g484a	mRNA.RE10294
Em0020g488a	mRNA.RE10257
Em0020g489a	mRNA.RE07367
Em0020g494a	mRNA.RE10836
Em0020g499a	mRNA.RE13381
Em0020g500a	mRNA.RE13375
Em0020g50a	mRNA.RE10302
Em0020g51a	mRNA.RE10312
Em0020g52a	mRNA.RE10311
Em0020g535a	mRNA.RE01897
Em0020g552a	mRNA.RE10943
Em0020g553a	mRNA.RE05063
Em0020g556a	mRNA.RE14947
Em0020g563a	mRNA.RE15349
Em0020g566a	mRNA.RE12140
Em0020g567a	mRNA.RE10878
Em0020g570a	mRNA.RE05070
Em0020g571a	mRNA.RE05069
Em0020g572a	mRNA.RE09492
Em0020g594a	mRNA.RE16631
Em0020g599a	mRNA.RE07893
Em0020g601a	mRNA.RE00859
Em0020g603a	mRNA.RE05067
Em0020g620a	mRNA.RE13769
Em0020g624a	mRNA.RE01102
Em0020g625a	mRNA.RE06460
Em0020g629a	mRNA.RE13542
Em0020g62a	mRNA.RE12821
Em0020g636a	mRNA.RE09565
Em0020g637a	mRNA.RE09564
Em0020g638a	mRNA.RE05896
Em0020g63a	mRNA.RE14615
Em0020g640a	mRNA.RE16395
Em0020g642a	mRNA.RE10849
Em0020g643a	mRNA.RE10852
Em0020g644a	mRNA.RE10258
Em0020g649a	mRNA.RE05071
Em0020g654a	mRNA.RE08608
Em0020g655a	mRNA.RE05860
Em0020g656a	mRNA.RE09724
Em0020g657a	mRNA.RE05097
Em0020g660a	mRNA.RE10855
Em0020g661a	mRNA.RE14552
Em0020g664a	mRNA.RE03862
Em0020g665a	mRNA.RE01399
Em0020g666a	mRNA.RE10299
Em0020g682a	mRNA.RE15279
Em0020g687a	mRNA.RE09340
Em0020g688a	mRNA.RE12363
Em0020g689a	mRNA.RE06188
Em0020g690a	mRNA.RE10297
Em0020g691a	mRNA.RE05532
Em0020g692a	mRNA.RE15634
Em0020g696a	mRNA.RE07064
Em0020g697a	mRNA.RE15694
Em0020g699a	mRNA.RE01834
Em0020g700a	mRNA.RE12161
Em0020g701a	mRNA.RE10270
Em0020g704a	mRNA.RE13067
Em0020g70a	mRNA.RE10896
Em0020g713a	mRNA.RE10295
Em0020g71a	mRNA.RE10897
Em0020g729a	mRNA.RE10948
Em0020g72a	mRNA.RE00221
Em0020g73a	mRNA.RE10841
Em0020g749a	mRNA.RE05090
Em0020g74a	mRNA.RE13382
Em0020g751a	mRNA.RE10264
Em0020g753a	mRNA.RE07213
Em0020g757a	mRNA.RE05564
Em0020g75a	mRNA.RE04951
Em0020g762a	mRNA.RE11948
Em0020g765a	mRNA.RE02613
Em0020g77a	mRNA.RE10313
Em0020g785a	mRNA.RE10950
Em0020g786a	mRNA.RE05550
Em0020g789a	mRNA.RE14397
Em0020g78a	mRNA.RE05927
Em0020g791a	mRNA.RE13096
Em0020g793a	mRNA.RE05943
Em0020g797a	mRNA.RE10886
Em0020g798a	mRNA.RE05836
Em0020g799a	mRNA.RE01101
Em0020g79a	mRNA.RE12784
Em0020g811a	mRNA.RE10255
Em0020g815a	mRNA.RE10290
Em0020g816a	mRNA.RE06412
Em0020g818a	mRNA.RE16940
Em0020g821a	mRNA.RE14746
Em0020g824a	mRNA.RE01111
Em0020g825a	mRNA.RE05839
Em0020g826a	mRNA.RE06311
Em0020g827a	mRNA.RE05840
Em0020g828a	mRNA.RE03494
Em0020g835a	mRNA.RE05833
Em0020g839a	mRNA.RE12284
Em0020g83a	mRNA.RE05932
Em0020g840a	mRNA.RE06426
Em0020g841a	mRNA.RE10895
Em0020g842a	mRNA.RE13380
Em0020g843a	mRNA.RE16690
Em0020g845a	mRNA.RE00623
Em0020g846a	mRNA.RE05863
Em0020g84a	mRNA.RE05914
Em0020g853a	mRNA.RE11250
Em0020g85a	mRNA.RE10303
Em0020g862a	mRNA.RE06425
Em0020g863a	mRNA.RE04968
Em0020g864a	mRNA.RE06531
Em0020g865a	mRNA.RE04761
Em0020g86a	mRNA.RE10276
Em0020g870a	mRNA.RE03493
Em0020g871a	mRNA.RE10937
Em0020g872a	mRNA.RE05947
Em0020g873a	mRNA.RE06413
Em0020g879a	mRNA.RE16501
Em0020g882a	mRNA.RE05546
Em0020g883a	mRNA.RE10910
Em0020g884a	mRNA.RE09974
Em0020g886a	mRNA.RE05554
Em0020g889a	mRNA.RE13387
Em0020g88a	mRNA.RE15545
Em0020g898a	mRNA.RE05060
Em0020g90a	mRNA.RE05827
Em0020g915a	mRNA.RE07056
Em0020g916a	mRNA.RE10903
Em0020g918a	mRNA.RE05558
Em0020g91a	mRNA.RE05569
Em0020g920a	mRNA.RE10905
Em0020g921a	mRNA.RE06067
Em0020g922a	mRNA.RE08385
Em0020g928a	mRNA.RE05946
Em0020g92a	mRNA.RE14672
Em0020g931a	mRNA.RE05944
Em0020g941a	mRNA.RE00619
Em0020g942a	mRNA.RE06440
Em0020g943a	mRNA.RE05826
Em0020g944a	mRNA.RE08390
Em0020g945a	mRNA.RE05933
Em0020g946a	mRNA.RE08384
Em0020g947a	mRNA.RE05902
Em0020g949a	mRNA.RE12058
Em0020g950a	mRNA.RE10828
Em0020g956a	mRNA.RE14659
Em0020g958a	mRNA.RE05913
Em0020g95a	mRNA.RE05895
Em0020g960a	mRNA.RE10249
Em0020g965a	mRNA.RE10919
Em0020g968a	mRNA.RE05922
Em0020g970a	mRNA.RE01105
Em0020g971a	mRNA.RE00632
Em0020g972a	mRNA.RE05342
Em0020g973a	mRNA.RE07550
Em0020g974a	mRNA.RE11746
Em0020g975a	mRNA.RE09445
Em0020g976a	mRNA.RE05925
Em0020g977a	mRNA.RE05547
Em0020g978a	mRNA.RE05984
Em0020g981a	mRNA.RE10251
Em0020g993a	mRNA.RE05949
Em0020g996a	mRNA.RE16599
Em0020g997a	mRNA.RE05580
Em0020g998a	mRNA.RE10300
Em0020g999a	mRNA.RE13402
Em0020g99a	mRNA.RE10522
Em0021g101a	mRNA.RE00929
Em0021g108a	mRNA.RE09501
Em0021g111a	mRNA.RE01812
Em0021g114a	mRNA.RE13393
Em0021g116a	mRNA.RE01442
Em0021g118a	mRNA.RE06340
Em0021g121a	mRNA.RE00816
Em0021g122a	mRNA.RE13587
Em0021g123a	mRNA.RE01269
Em0021g133a	mRNA.RE09366
Em0021g136a	mRNA.RE09431
Em0021g137a	mRNA.RE11465
Em0021g141a	mRNA.RE09441
Em0021g149a	mRNA.RE02443
Em0021g154a	mRNA.RE11466
Em0021g155a	mRNA.RE02501
Em0021g157a	mRNA.RE02517
Em0021g164a	mRNA.RE11450
Em0021g181a	mRNA.RE08563
Em0021g189a	mRNA.RE02475
Em0021g19a	mRNA.RE10633
Em0021g209a	mRNA.RE06468
Em0021g20a	mRNA.RE05198
Em0021g217a	mRNA.RE02021
Em0021g219a	mRNA.RE07708
Em0021g220a	mRNA.RE17192
Em0021g221a	mRNA.RE11669
Em0021g222a	mRNA.RE01148
Em0021g223a	mRNA.RE04694
Em0021g224a	mRNA.RE05678
Em0021g225a	mRNA.RE08752
Em0021g226a	mRNA.RE02280
Em0021g228a	mRNA.RE14227
Em0021g230a	mRNA.RE14112
Em0021g231a	mRNA.RE02059
Em0021g234a	mRNA.RE02259
Em0021g239a	mRNA.RE14054
Em0021g23a	mRNA.RE06133
Em0021g240a	mRNA.RE02020
Em0021g245a	mRNA.RE05707
Em0021g246a	mRNA.RE02256
Em0021g248a	mRNA.RE08992
Em0021g24a	mRNA.RE06176
Em0021g252a	mRNA.RE03063
Em0021g254a	mRNA.RE10451
Em0021g256a	mRNA.RE04629
Em0021g257a	mRNA.RE00064
Em0021g258a	mRNA.RE02024
Em0021g259a	mRNA.RE02030
Em0021g260a	mRNA.RE04705
Em0021g261a	mRNA.RE02062
Em0021g263a	mRNA.RE01856
Em0021g264a	mRNA.RE05701
Em0021g265a	mRNA.RE04708
Em0021g267a	mRNA.RE04677
Em0021g26a	mRNA.RE14520
Em0021g272a	mRNA.RE10680
Em0021g273a	mRNA.RE05683
Em0021g276a	mRNA.RE05778
Em0021g277a	mRNA.RE04466
Em0021g279a	mRNA.RE01847
Em0021g27a	mRNA.RE02529
Em0021g280a	mRNA.RE10612
Em0021g281a	mRNA.RE07788
Em0021g288a	mRNA.RE04676
Em0021g289a	mRNA.RE03878
Em0021g290a	mRNA.RE02288
Em0021g291a	mRNA.RE16860
Em0021g295a	mRNA.RE04831
Em0021g297a	mRNA.RE08749
Em0021g29a	mRNA.RE01152
Em0021g300a	mRNA.RE02271
Em0021g303a	mRNA.RE04639
Em0021g306a	mRNA.RE09080
Em0021g307a	mRNA.RE02308
Em0021g308a	mRNA.RE02278
Em0021g30a	mRNA.RE01153
Em0021g312a	mRNA.RE04665
Em0021g316a	mRNA.RE12936
Em0021g319a	mRNA.RE05680
Em0021g31a	mRNA.RE13720
Em0021g327a	mRNA.RE00276
Em0021g32a	mRNA.RE01162
Em0021g337a	mRNA.RE04651
Em0021g338a	mRNA.RE05700
Em0021g339a	mRNA.RE04640
Em0021g340a	mRNA.RE02257
Em0021g341a	mRNA.RE02252
Em0021g343a	mRNA.RE02036
Em0021g344a	mRNA.RE02049
Em0021g345a	mRNA.RE16462
Em0021g364a	mRNA.RE02205
Em0021g36a	mRNA.RE00077
Em0021g370a	mRNA.RE02171
Em0021g374a	mRNA.RE02279
Em0021g375a	mRNA.RE03171
Em0021g376a	mRNA.RE11909
Em0021g379a	mRNA.RE02057
Em0021g37a	mRNA.RE08025
Em0021g380a	mRNA.RE15249
Em0021g381a	mRNA.RE15250
Em0021g388a	mRNA.RE05669
Em0021g38a	mRNA.RE09454
Em0021g391a	mRNA.RE15870
Em0021g392a	mRNA.RE05106
Em0021g393a	mRNA.RE04406
Em0021g394a	mRNA.RE04646
Em0021g398a	mRNA.RE04474
Em0021g39a	mRNA.RE06175
Em0021g402a	mRNA.RE04631
Em0021g424a	mRNA.RE01852
Em0021g428a	mRNA.RE15850
Em0021g484a	mRNA.RE05459
Em0021g486a	mRNA.RE02203
Em0021g487a	mRNA.RE05698
Em0021g495a	mRNA.RE02078
Em0021g501a	mRNA.RE05108
Em0021g517a	mRNA.RE03167
Em0021g51a	mRNA.RE09439
Em0021g522a	mRNA.RE16362
Em0021g526a	mRNA.RE15387
Em0021g52a	mRNA.RE01822
Em0021g531a	mRNA.RE04829
Em0021g537a	mRNA.RE07202
Em0021g53a	mRNA.RE06159
Em0021g541a	mRNA.RE04660
Em0021g542a	mRNA.RE14034
Em0021g543a	mRNA.RE01808
Em0021g544a	mRNA.RE06081
Em0021g545a	mRNA.RE15663
Em0021g552a	mRNA.RE08001
Em0021g557a	mRNA.RE14653
Em0021g558a	mRNA.RE09344
Em0021g559a	mRNA.RE13672
Em0021g562a	mRNA.RE11449
Em0021g563a	mRNA.RE09429
Em0021g569a	mRNA.RE09396
Em0021g570a	mRNA.RE13998
Em0021g571a	mRNA.RE00501
Em0021g57a	mRNA.RE09513
Em0021g584a	mRNA.RE09391
Em0021g585a	mRNA.RE09419
Em0021g588a	mRNA.RE04621
Em0021g589a	mRNA.RE13952
Em0021g591a	mRNA.RE14028
Em0021g593a	mRNA.RE02525
Em0021g595a	mRNA.RE09387
Em0021g614a	mRNA.RE02495
Em0021g61a	mRNA.RE13957
Em0021g626a	mRNA.RE09423
Em0021g631a	mRNA.RE10823
Em0021g636a	mRNA.RE14657
Em0021g637a	mRNA.RE15193
Em0021g638a	mRNA.RE13512
Em0021g63a	mRNA.RE14645
Em0021g660a	mRNA.RE03471
Em0021g662a	mRNA.RE01828
Em0021g665a	mRNA.RE09351
Em0021g666a	mRNA.RE09447
Em0021g667a	mRNA.RE09425
Em0021g668a	mRNA.RE05383
Em0021g669a	mRNA.RE13068
Em0021g674a	mRNA.RE11461
Em0021g677a	mRNA.RE01818
Em0021g678a	mRNA.RE09308
Em0021g683a	mRNA.RE04743
Em0021g687a	mRNA.RE06071
Em0021g692a	mRNA.RE02593
Em0021g71a	mRNA.RE06141
Em0021g726a	mRNA.RE13898
Em0021g727a	mRNA.RE11028
Em0021g728a	mRNA.RE05880
Em0021g729a	mRNA.RE09374
Em0021g72a	mRNA.RE07814
Em0021g73a	mRNA.RE06075
Em0021g74a	mRNA.RE13948
Em0021g757a	mRNA.RE09487
Em0021g758a	mRNA.RE11123
Em0021g759a	mRNA.RE13071
Em0021g766a	mRNA.RE16539
Em0021g768a	mRNA.RE01807
Em0021g769a	mRNA.RE15520
Em0021g76a	mRNA.RE01810
Em0021g770a	mRNA.RE13962
Em0021g771a	mRNA.RE09392
Em0021g773a	mRNA.RE14069
Em0021g774a	mRNA.RE01787
Em0021g77a	mRNA.RE05053
Em0021g786a	mRNA.RE08952
Em0021g789a	mRNA.RE09658
Em0021g792a	mRNA.RE14000
Em0021g793a	mRNA.RE01805
Em0021g795a	mRNA.RE13941
Em0021g811a	mRNA.RE01824
Em0021g816a	mRNA.RE09470
Em0021g817a	mRNA.RE02510
Em0021g81a	mRNA.RE13255
Em0021g824a	mRNA.RE06137
Em0021g829a	mRNA.RE01815
Em0021g82a	mRNA.RE12584
Em0021g830a	mRNA.RE14218
Em0021g831a	mRNA.RE09293
Em0021g833a	mRNA.RE04723
Em0021g834a	mRNA.RE04161
Em0021g835a	mRNA.RE09301
Em0021g836a	mRNA.RE13982
Em0021g838a	mRNA.RE06171
Em0021g83a	mRNA.RE16451
Em0021g840a	mRNA.RE11027
Em0021g841a	mRNA.RE13988
Em0021g842a	mRNA.RE06130
Em0021g844a	mRNA.RE13903
Em0021g846a	mRNA.RE00992
Em0021g847a	mRNA.RE11668
Em0021g848a	mRNA.RE13985
Em0021g850a	mRNA.RE13994
Em0021g852a	mRNA.RE09377
Em0021g853a	mRNA.RE00648
Em0021g854a	mRNA.RE09318
Em0021g856a	mRNA.RE14649
Em0021g858a	mRNA.RE08676
Em0021g863a	mRNA.RE14052
Em0021g867a	mRNA.RE14090
Em0021g868a	mRNA.RE13980
Em0021g86a	mRNA.RE09415
Em0021g873a	mRNA.RE13947
Em0021g875a	mRNA.RE14598
Em0021g876a	mRNA.RE11783
Em0021g877a	mRNA.RE09412
Em0021g878a	mRNA.RE12364
Em0021g879a	mRNA.RE15353
Em0021g880a	mRNA.RE06178
Em0021g882a	mRNA.RE13986
Em0021g884a	mRNA.RE09292
Em0021g886a	mRNA.RE02143
Em0021g887a	mRNA.RE14650
Em0021g888a	mRNA.RE15224
Em0021g889a	mRNA.RE09517
Em0021g890a	mRNA.RE01817
Em0021g894a	mRNA.RE03371
Em0021g897a	mRNA.RE13292
Em0021g902a	mRNA.RE09449
Em0021g905a	mRNA.RE09343
Em0021g906a	mRNA.RE04199
Em0021g909a	mRNA.RE09488
Em0021g910a	mRNA.RE04329
Em0021g912a	mRNA.RE09372
Em0021g913a	mRNA.RE09438
Em0021g915a	mRNA.RE13586
Em0021g916a	mRNA.RE09046
Em0021g917a	mRNA.RE04937
Em0021g919a	mRNA.RE01804
Em0021g91a	mRNA.RE11044
Em0021g920a	mRNA.RE13928
Em0021g921a	mRNA.RE13833
Em0021g922a	mRNA.RE11848
Em0021g924a	mRNA.RE06153
Em0021g932a	mRNA.RE09371
Em0021g933a	mRNA.RE06697
Em0021g935a	mRNA.RE14652
Em0021g936a	mRNA.RE16273
Em0021g938a	mRNA.RE02293
Em0021g939a	mRNA.RE06104
Em0021g940a	mRNA.RE08148
Em0021g941a	mRNA.RE06120
Em0021g942a	mRNA.RE10844
Em0021g943a	mRNA.RE14048
Em0021g944a	mRNA.RE06072
Em0021g945a	mRNA.RE14637
Em0021g947a	mRNA.RE08512
Em0021g948a	mRNA.RE11446
Em0021g951a	mRNA.RE13993
Em0021g95a	mRNA.RE02518
Em0021g970a	mRNA.RE08513
Em0021g972a	mRNA.RE02601
Em0021g973a	mRNA.RE06103
Em0021g979a	mRNA.RE10106
Em0021g97a	mRNA.RE02881
Em0021g980a	mRNA.RE02753
Em0021g982a	mRNA.RE13971
Em0021g983a	mRNA.RE09370
Em0021g984a	mRNA.RE09494
Em0021g985a	mRNA.RE06162
Em0021g987a	mRNA.RE09373
Em0021g988a	mRNA.RE09483
Em0021g989a	mRNA.RE01789
Em0021g990a	mRNA.RE02496
Em0021g991a	mRNA.RE14829
Em0021g992a	mRNA.RE04866
Em0022g109a	mRNA.RE08141
Em0022g116a	mRNA.RE13732
Em0022g117a	mRNA.RE14113
Em0022g122a	mRNA.RE13996
Em0022g123a	mRNA.RE14295
Em0022g126a	mRNA.RE15908
Em0022g127a	mRNA.RE15810
Em0022g128a	mRNA.RE14614
Em0022g129a	mRNA.RE12177
Em0022g12a	mRNA.RE08886
Em0022g130a	mRNA.RE14528
Em0022g131a	mRNA.RE09835
Em0022g132a	mRNA.RE04402
Em0022g139a	mRNA.RE04417
Em0022g143a	mRNA.RE14324
Em0022g149a	mRNA.RE13291
Em0022g154a	mRNA.RE02015
Em0022g155a	mRNA.RE14422
Em0022g156a	mRNA.RE02424
Em0022g157a	mRNA.RE02444
Em0022g158a	mRNA.RE13629
Em0022g159a	mRNA.RE14554
Em0022g161a	mRNA.RE15767
Em0022g164a	mRNA.RE16723
Em0022g165a	mRNA.RE13777
Em0022g169a	mRNA.RE14535
Em0022g171a	mRNA.RE07850
Em0022g172a	mRNA.RE02432
Em0022g173a	mRNA.RE13642
Em0022g174a	mRNA.RE16150
Em0022g175a	mRNA.RE06097
Em0022g176a	mRNA.RE14609
Em0022g177a	mRNA.RE14510
Em0022g178a	mRNA.RE14511
Em0022g182a	mRNA.RE13687
Em0022g183a	mRNA.RE08717
Em0022g189a	mRNA.RE04398
Em0022g190a	mRNA.RE15865
Em0022g192a	mRNA.RE13840
Em0022g193a	mRNA.RE15904
Em0022g194a	mRNA.RE07702
Em0022g195a	mRNA.RE14044
Em0022g196a	mRNA.RE04420
Em0022g197a	mRNA.RE04409
Em0022g201a	mRNA.RE15795
Em0022g203a	mRNA.RE04455
Em0022g205a	mRNA.RE14551
Em0022g209a	mRNA.RE14544
Em0022g215a	mRNA.RE02441
Em0022g216a	mRNA.RE02436
Em0022g217a	mRNA.RE02442
Em0022g218a	mRNA.RE14472
Em0022g219a	mRNA.RE13708
Em0022g220a	mRNA.RE05309
Em0022g222a	mRNA.RE14320
Em0022g224a	mRNA.RE02477
Em0022g225a	mRNA.RE06232
Em0022g226a	mRNA.RE13627
Em0022g229a	mRNA.RE04452
Em0022g232a	mRNA.RE14300
Em0022g234a	mRNA.RE13724
Em0022g241a	mRNA.RE13757
Em0022g243a	mRNA.RE14471
Em0022g245a	mRNA.RE07484
Em0022g246a	mRNA.RE13680
Em0022g247a	mRNA.RE14601
Em0022g249a	mRNA.RE04431
Em0022g250a	mRNA.RE02466
Em0022g251a	mRNA.RE12603
Em0022g253a	mRNA.RE14452
Em0022g254a	mRNA.RE14558
Em0022g256a	mRNA.RE13826
Em0022g259a	mRNA.RE02472
Em0022g268a	mRNA.RE07002
Em0022g269a	mRNA.RE08286
Em0022g271a	mRNA.RE04384
Em0022g272a	mRNA.RE00673
Em0022g274a	mRNA.RE13634
Em0022g283a	mRNA.RE12153
Em0022g284a	mRNA.RE15890
Em0022g285a	mRNA.RE04387
Em0022g287a	mRNA.RE13827
Em0022g289a	mRNA.RE15912
Em0022g290a	mRNA.RE13336
Em0022g291a	mRNA.RE02077
Em0022g292a	mRNA.RE14559
Em0022g293a	mRNA.RE15906
Em0022g294a	mRNA.RE14462
Em0022g296a	mRNA.RE14509
Em0022g297a	mRNA.RE14587
Em0022g298a	mRNA.RE15806
Em0022g29a	mRNA.RE14539
Em0022g301a	mRNA.RE15820
Em0022g302a	mRNA.RE02941
Em0022g303a	mRNA.RE00652
Em0022g304a	mRNA.RE14316
Em0022g305a	mRNA.RE03239
Em0022g306a	mRNA.RE13671
Em0022g307a	mRNA.RE04395
Em0022g30a	mRNA.RE03548
Em0022g315a	mRNA.RE15856
Em0022g316a	mRNA.RE10953
Em0022g317a	mRNA.RE08316
Em0022g318a	mRNA.RE15383
Em0022g326a	mRNA.RE00205
Em0022g333a	mRNA.RE14342
Em0022g334a	mRNA.RE07490
Em0022g338a	mRNA.RE16548
Em0022g339a	mRNA.RE14588
Em0022g33a	mRNA.RE15860
Em0022g340a	mRNA.RE10642
Em0022g342a	mRNA.RE13801
Em0022g343a	mRNA.RE13616
Em0022g346a	mRNA.RE15921
Em0022g347a	mRNA.RE13803
Em0022g348a	mRNA.RE13770
Em0022g349a	mRNA.RE14421
Em0022g34a	mRNA.RE14576
Em0022g350a	mRNA.RE14628
Em0022g357a	mRNA.RE04432
Em0022g358a	mRNA.RE10615
Em0022g359a	mRNA.RE14203
Em0022g360a	mRNA.RE13817
Em0022g361a	mRNA.RE04413
Em0022g362a	mRNA.RE15858
Em0022g366a	mRNA.RE14370
Em0022g368a	mRNA.RE08560
Em0022g370a	mRNA.RE14356
Em0022g372a	mRNA.RE15794
Em0022g379a	mRNA.RE14571
Em0022g398a	mRNA.RE14098
Em0022g399a	mRNA.RE15903
Em0022g403a	mRNA.RE13822
Em0022g406a	mRNA.RE14534
Em0022g407a	mRNA.RE15930
Em0022g409a	mRNA.RE14530
Em0022g414a	mRNA.RE14377
Em0022g418a	mRNA.RE04383
Em0022g420a	mRNA.RE08514
Em0022g422a	mRNA.RE02445
Em0022g425a	mRNA.RE15042
Em0022g427a	mRNA.RE13762
Em0022g433a	mRNA.RE04451
Em0022g438a	mRNA.RE13808
Em0022g439a	mRNA.RE15585
Em0022g440a	mRNA.RE02453
Em0022g441a	mRNA.RE14330
Em0022g442a	mRNA.RE11361
Em0022g443a	mRNA.RE03034
Em0022g465a	mRNA.RE14331
Em0022g466a	mRNA.RE09842
Em0022g48a	mRNA.RE04502
Em0022g492a	mRNA.RE05674
Em0022g493a	mRNA.RE14376
Em0022g502a	mRNA.RE13355
Em0022g50a	mRNA.RE14353
Em0022g510a	mRNA.RE13783
Em0022g511a	mRNA.RE14606
Em0022g512a	mRNA.RE13781
Em0022g517a	mRNA.RE15891
Em0022g518a	mRNA.RE06716
Em0022g519a	mRNA.RE02448
Em0022g51a	mRNA.RE08292
Em0022g520a	mRNA.RE02447
Em0022g525a	mRNA.RE14468
Em0022g526a	mRNA.RE15808
Em0022g538a	mRNA.RE13751
Em0022g539a	mRNA.RE15925
Em0022g550a	mRNA.RE13782
Em0022g551a	mRNA.RE14607
Em0022g554a	mRNA.RE13348
Em0022g555a	mRNA.RE13788
Em0022g561a	mRNA.RE14525
Em0022g562a	mRNA.RE15207
Em0022g563a	mRNA.RE14640
Em0022g570a	mRNA.RE14317
Em0022g573a	mRNA.RE02430
Em0022g575a	mRNA.RE11586
Em0022g577a	mRNA.RE04444
Em0022g582a	mRNA.RE07930
Em0022g605a	mRNA.RE04443
Em0022g608a	mRNA.RE16222
Em0022g60a	mRNA.RE03472
Em0022g619a	mRNA.RE11419
Em0022g62a	mRNA.RE02456
Em0022g647a	mRNA.RE15786
Em0022g648a	mRNA.RE13805
Em0022g64a	mRNA.RE13748
Em0022g650a	mRNA.RE05269
Em0022g658a	mRNA.RE15905
Em0022g659a	mRNA.RE11545
Em0022g660a	mRNA.RE13664
Em0022g661a	mRNA.RE10008
Em0022g664a	mRNA.RE04635
Em0022g665a	mRNA.RE02457
Em0022g666a	mRNA.RE04411
Em0022g667a	mRNA.RE03031
Em0022g688a	mRNA.RE08392
Em0022g68a	mRNA.RE13624
Em0022g691a	mRNA.RE02415
Em0022g692a	mRNA.RE14318
Em0022g694a	mRNA.RE06189
Em0022g695a	mRNA.RE10571
Em0022g696a	mRNA.RE14549
Em0022g698a	mRNA.RE09428
Em0022g699a	mRNA.RE04421
Em0022g701a	mRNA.RE17093
Em0022g703a	mRNA.RE04434
Em0022g704a	mRNA.RE13641
Em0022g708a	mRNA.RE09840
Em0022g716a	mRNA.RE01475
Em0022g717a	mRNA.RE14412
Em0022g719a	mRNA.RE09395
